county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,48-04,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,0,7,7
City & County of Honolulu,48-04,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,7,567,574
City & County of Honolulu,48-04,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,0,10,10
City & County of Honolulu,48-04,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,10,367,377
City & County of Honolulu,48-04,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,6,248,254
City & County of Honolulu,48-04,Molokai Resident Trustee,,,"ALAPA, Luana",0,11,357,368
City & County of Honolulu,48-04,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,5,253,258
City & County of Honolulu,48-04,At-Large Trustee,,,"AKINA, Keli'i",0,12,308,320
City & County of Honolulu,48-04,At-Large Trustee,,,"SOUZA, Keoni",0,9,360,369
City & County of Honolulu,48-04,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,5,343,348
City & County of Honolulu,48-04,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,18,542,560
City & County of Honolulu,48-04,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,5,502,507
City & County of Honolulu,48-04,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,18,349,367
City & County of Honolulu,48-04,Councilmember,"III, City and County of Honolulu",,"KIAAINA, Esther",0,7,541,548
City & County of Honolulu,48-04,Councilmember,"III, City and County of Honolulu",,"THIELEN, Greg",0,15,276,291
City & County of Honolulu,48-04,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,22,706,728
City & County of Honolulu,48-04,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,2,145,147
City & County of Honolulu,48-04,HONOLULU: Youth Commission,,,YES,0,9,474,483
City & County of Honolulu,48-04,HONOLULU: Youth Commission,,,NO,0,14,346,360
City & County of Honolulu,48-04,HONOLULU: Ethics Commission Budget,,,YES,0,9,449,458
City & County of Honolulu,48-04,HONOLULU: Ethics Commission Budget,,,NO,0,14,378,392
City & County of Honolulu,48-04,HONOLULU: Ethics Commission Staff,,,YES,0,9,459,468
City & County of Honolulu,48-04,HONOLULU: Ethics Commission Staff,,,NO,0,13,354,367
City & County of Honolulu,48-05,President and Vice President,,C,Don Blankenship,0,0,9,9
City & County of Honolulu,48-05,President and Vice President,,D,Joseph R. Biden,0,21,2194,2215
City & County of Honolulu,48-05,President and Vice President,,G,Howie Hawkins,0,0,22,22
City & County of Honolulu,48-05,President and Vice President,,L,Jo Jorgensen,0,0,35,35
City & County of Honolulu,48-05,President and Vice President,,R,Donald J. Trump,0,75,1185,1260
City & County of Honolulu,48-05,President and Vice President,,AS,Brock Pierce,0,0,6,6
City & County of Honolulu,48-05,U.S. Representative,2,R,"AKANA, Joe",0,69,1034,1103
City & County of Honolulu,48-05,U.S. Representative,2,N,"BURRUS, Ron",0,1,31,32
City & County of Honolulu,48-05,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,7,7
City & County of Honolulu,48-05,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,1,38,39
City & County of Honolulu,48-05,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,20,2056,2076
City & County of Honolulu,48-05,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,2,64,66
City & County of Honolulu,48-05,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,42,1348,1390
City & County of Honolulu,48-05,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,28,850,878
City & County of Honolulu,48-05,Molokai Resident Trustee,,,"ALAPA, Luana",0,51,1219,1270
City & County of Honolulu,48-05,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,17,930,947
City & County of Honolulu,48-05,At-Large Trustee,,,"AKINA, Keli'i",0,36,1122,1158
City & County of Honolulu,48-05,At-Large Trustee,,,"SOUZA, Keoni",0,35,1251,1286
City & County of Honolulu,48-05,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,18,1240,1258
City & County of Honolulu,48-05,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,75,2144,2219
City & County of Honolulu,48-05,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,40,1871,1911
City & County of Honolulu,48-05,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,49,1390,1439
City & County of Honolulu,48-05,Councilmember,"III, City and County of Honolulu",,"KIAAINA, Esther",0,40,1959,1999
City & County of Honolulu,48-05,Councilmember,"III, City and County of Honolulu",,"THIELEN, Greg",0,41,1194,1235
City & County of Honolulu,48-05,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,75,2705,2780
City & County of Honolulu,48-05,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,17,545,562
City & County of Honolulu,48-05,HONOLULU: Youth Commission,,,YES,0,43,1789,1832
City & County of Honolulu,48-05,HONOLULU: Youth Commission,,,NO,0,48,1292,1340
City & County of Honolulu,48-05,HONOLULU: Ethics Commission Budget,,,YES,0,48,1728,1776
City & County of Honolulu,48-05,HONOLULU: Ethics Commission Budget,,,NO,0,43,1396,1439
City & County of Honolulu,48-05,HONOLULU: Ethics Commission Staff,,,YES,0,44,1766,1810
City & County of Honolulu,48-05,HONOLULU: Ethics Commission Staff,,,NO,0,45,1283,1328
City & County of Honolulu,48-06,President and Vice President,,C,Don Blankenship,0,1,7,8
City & County of Honolulu,48-06,President and Vice President,,D,Joseph R. Biden,0,32,1924,1956
City & County of Honolulu,48-06,President and Vice President,,G,Howie Hawkins,0,0,20,20
City & County of Honolulu,48-06,President and Vice President,,L,Jo Jorgensen,0,2,39,41
City & County of Honolulu,48-06,President and Vice President,,R,Donald J. Trump,0,81,968,1049
City & County of Honolulu,48-06,President and Vice President,,AS,Brock Pierce,0,0,8,8
City & County of Honolulu,48-06,U.S. Representative,2,R,"AKANA, Joe",0,82,878,960
City & County of Honolulu,48-06,U.S. Representative,2,N,"BURRUS, Ron",0,1,28,29
City & County of Honolulu,48-06,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,3,3
City & County of Honolulu,48-06,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,7,72,79
City & County of Honolulu,48-06,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,19,1738,1757
City & County of Honolulu,48-06,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,5,54,59
City & County of Honolulu,48-06,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,53,1199,1252
City & County of Honolulu,48-06,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,34,801,835
City & County of Honolulu,48-06,Molokai Resident Trustee,,,"ALAPA, Luana",0,50,1068,1118
City & County of Honolulu,48-06,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,28,896,924
City & County of Honolulu,48-06,At-Large Trustee,,,"AKINA, Keli'i",0,45,995,1040
City & County of Honolulu,48-06,At-Large Trustee,,,"SOUZA, Keoni",0,45,1155,1200
City & County of Honolulu,48-06,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,22,1048,1070
City & County of Honolulu,48-06,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,89,1879,1968
City & County of Honolulu,48-06,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,30,1590,1620
City & County of Honolulu,48-06,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,79,1221,1300
City & County of Honolulu,48-06,Councilmember,"III, City and County of Honolulu",,"KIAAINA, Esther",0,48,1693,1741
City & County of Honolulu,48-06,Councilmember,"III, City and County of Honolulu",,"THIELEN, Greg",0,56,1009,1065
City & County of Honolulu,48-06,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,83,2289,2372
City & County of Honolulu,48-06,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,28,514,542
City & County of Honolulu,48-06,HONOLULU: Youth Commission,,,YES,0,55,1531,1586
City & County of Honolulu,48-06,HONOLULU: Youth Commission,,,NO,0,52,1157,1209
City & County of Honolulu,48-06,HONOLULU: Ethics Commission Budget,,,YES,0,45,1364,1409
City & County of Honolulu,48-06,HONOLULU: Ethics Commission Budget,,,NO,0,64,1333,1397
City & County of Honolulu,48-06,HONOLULU: Ethics Commission Staff,,,YES,0,53,1538,1591
City & County of Honolulu,48-06,HONOLULU: Ethics Commission Staff,,,NO,0,57,1130,1187
City & County of Honolulu,49-01,President and Vice President,,C,Don Blankenship,0,0,6,6
City & County of Honolulu,49-01,President and Vice President,,D,Joseph R. Biden,0,30,2369,2399
City & County of Honolulu,49-01,President and Vice President,,G,Howie Hawkins,0,0,30,30
City & County of Honolulu,49-01,President and Vice President,,L,Jo Jorgensen,0,4,37,41
City & County of Honolulu,49-01,President and Vice President,,R,Donald J. Trump,0,108,1159,1267
City & County of Honolulu,49-01,President and Vice President,,AS,Brock Pierce,0,0,12,12
City & County of Honolulu,49-01,U.S. Representative,2,R,"AKANA, Joe",0,103,1072,1175
City & County of Honolulu,49-01,U.S. Representative,2,N,"BURRUS, Ron",0,1,18,19
City & County of Honolulu,49-01,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,3,3
City & County of Honolulu,49-01,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,2,57,59
City & County of Honolulu,49-01,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,27,2161,2188
City & County of Honolulu,49-01,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,2,65,67
City & County of Honolulu,49-01,State Representative,49,R,"DANNER, Kilomana",0,98,836,934
City & County of Honolulu,49-01,State Representative,49,D,"MATAYOSHI, Scot",0,34,2600,2634
City & County of Honolulu,49-01,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,58,1439,1497
City & County of Honolulu,49-01,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,47,1017,1064
City & County of Honolulu,49-01,Molokai Resident Trustee,,,"ALAPA, Luana",0,67,1350,1417
City & County of Honolulu,49-01,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,37,1086,1123
City & County of Honolulu,49-01,At-Large Trustee,,,"AKINA, Keli'i",0,76,1303,1379
City & County of Honolulu,49-01,At-Large Trustee,,,"SOUZA, Keoni",0,39,1360,1399
City & County of Honolulu,49-01,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,32,1335,1367
City & County of Honolulu,49-01,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,104,2243,2347
City & County of Honolulu,49-01,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,41,1956,1997
City & County of Honolulu,49-01,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,86,1489,1575
City & County of Honolulu,49-01,Councilmember,"III, City and County of Honolulu",,"KIAAINA, Esther",0,64,2047,2111
City & County of Honolulu,49-01,Councilmember,"III, City and County of Honolulu",,"THIELEN, Greg",0,60,1237,1297
City & County of Honolulu,49-01,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,98,2797,2895
City & County of Honolulu,49-01,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,30,576,606
City & County of Honolulu,49-01,HONOLULU: Youth Commission,,,YES,0,62,1901,1963
City & County of Honolulu,49-01,HONOLULU: Youth Commission,,,NO,0,61,1328,1389
City & County of Honolulu,49-01,HONOLULU: Ethics Commission Budget,,,YES,0,48,1720,1768
City & County of Honolulu,49-01,HONOLULU: Ethics Commission Budget,,,NO,0,78,1554,1632
City & County of Honolulu,49-01,HONOLULU: Ethics Commission Staff,,,YES,0,64,1878,1942
City & County of Honolulu,49-01,HONOLULU: Ethics Commission Staff,,,NO,0,62,1338,1400
City & County of Honolulu,49-02,President and Vice President,,C,Don Blankenship,0,0,1,1
City & County of Honolulu,49-02,President and Vice President,,D,Joseph R. Biden,0,14,1289,1303
City & County of Honolulu,49-02,President and Vice President,,G,Howie Hawkins,0,0,13,13
City & County of Honolulu,49-02,President and Vice President,,L,Jo Jorgensen,0,0,24,24
City & County of Honolulu,49-02,President and Vice President,,R,Donald J. Trump,0,51,615,666
City & County of Honolulu,49-02,President and Vice President,,AS,Brock Pierce,0,0,7,7
City & County of Honolulu,49-02,U.S. Representative,2,R,"AKANA, Joe",0,49,543,592
City & County of Honolulu,49-02,U.S. Representative,2,N,"BURRUS, Ron",0,0,17,17
City & County of Honolulu,49-02,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,5,5
City & County of Honolulu,49-02,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,1,45,46
City & County of Honolulu,49-02,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,12,1180,1192
City & County of Honolulu,49-02,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,1,46,47
City & County of Honolulu,49-02,State Representative,49,R,"DANNER, Kilomana",0,44,419,463
City & County of Honolulu,49-02,State Representative,49,D,"MATAYOSHI, Scot",0,16,1445,1461
City & County of Honolulu,49-02,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,26,772,798
City & County of Honolulu,49-02,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,25,511,536
City & County of Honolulu,49-02,Molokai Resident Trustee,,,"ALAPA, Luana",0,33,669,702
City & County of Honolulu,49-02,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,14,580,594
City & County of Honolulu,49-02,At-Large Trustee,,,"AKINA, Keli'i",0,26,652,678
City & County of Honolulu,49-02,At-Large Trustee,,,"SOUZA, Keoni",0,29,720,749
City & County of Honolulu,49-02,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,16,740,756
City & County of Honolulu,49-02,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,45,1175,1220
City & County of Honolulu,49-02,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,24,1011,1035
City & County of Honolulu,49-02,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,38,855,893
City & County of Honolulu,49-02,Councilmember,"III, City and County of Honolulu",,"KIAAINA, Esther",0,28,1155,1183
City & County of Honolulu,49-02,Councilmember,"III, City and County of Honolulu",,"THIELEN, Greg",0,30,656,686
City & County of Honolulu,49-02,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,44,1523,1567
City & County of Honolulu,49-02,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,17,314,331
City & County of Honolulu,49-02,HONOLULU: Youth Commission,,,YES,0,20,1049,1069
City & County of Honolulu,49-02,HONOLULU: Youth Commission,,,NO,0,43,695,738
City & County of Honolulu,49-02,HONOLULU: Ethics Commission Budget,,,YES,0,24,923,947
City & County of Honolulu,49-02,HONOLULU: Ethics Commission Budget,,,NO,0,38,833,871
City & County of Honolulu,49-02,HONOLULU: Ethics Commission Staff,,,YES,0,25,1015,1040
City & County of Honolulu,49-02,HONOLULU: Ethics Commission Staff,,,NO,0,35,717,752
City & County of Honolulu,49-03,President and Vice President,,C,Don Blankenship,0,0,3,3
City & County of Honolulu,49-03,President and Vice President,,D,Joseph R. Biden,0,23,2242,2265
City & County of Honolulu,49-03,President and Vice President,,G,Howie Hawkins,0,0,24,24
City & County of Honolulu,49-03,President and Vice President,,L,Jo Jorgensen,0,0,27,27
City & County of Honolulu,49-03,President and Vice President,,R,Donald J. Trump,0,71,954,1025
City & County of Honolulu,49-03,President and Vice President,,AS,Brock Pierce,0,0,8,8
City & County of Honolulu,49-03,U.S. Representative,2,R,"AKANA, Joe",0,71,853,924
City & County of Honolulu,49-03,U.S. Representative,2,N,"BURRUS, Ron",0,1,22,23
City & County of Honolulu,49-03,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,5,5
City & County of Honolulu,49-03,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,1,44,45
City & County of Honolulu,49-03,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,20,2063,2083
City & County of Honolulu,49-03,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,0,47,47
City & County of Honolulu,49-03,State Representative,49,R,"DANNER, Kilomana",0,61,596,657
City & County of Honolulu,49-03,State Representative,49,D,"MATAYOSHI, Scot",0,29,2540,2569
City & County of Honolulu,49-03,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,40,1247,1287
City & County of Honolulu,49-03,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,31,685,716
City & County of Honolulu,49-03,Molokai Resident Trustee,,,"ALAPA, Luana",0,46,1113,1159
City & County of Honolulu,49-03,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,21,806,827
City & County of Honolulu,49-03,At-Large Trustee,,,"AKINA, Keli'i",0,47,1049,1096
City & County of Honolulu,49-03,At-Large Trustee,,,"SOUZA, Keoni",0,27,1074,1101
City & County of Honolulu,49-03,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,21,1237,1258
City & County of Honolulu,49-03,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,71,1980,2051
City & County of Honolulu,49-03,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,36,1843,1879
City & County of Honolulu,49-03,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,56,1271,1327
City & County of Honolulu,49-03,Councilmember,"III, City and County of Honolulu",,"KIAAINA, Esther",0,41,1753,1794
City & County of Honolulu,49-03,Councilmember,"III, City and County of Honolulu",,"THIELEN, Greg",0,46,1205,1251
City & County of Honolulu,49-03,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,64,2602,2666
City & County of Honolulu,49-03,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,24,472,496
City & County of Honolulu,49-03,HONOLULU: Youth Commission,,,YES,0,43,1620,1663
City & County of Honolulu,49-03,HONOLULU: Youth Commission,,,NO,0,43,1262,1305
City & County of Honolulu,49-03,HONOLULU: Ethics Commission Budget,,,YES,0,43,1553,1596
City & County of Honolulu,49-03,HONOLULU: Ethics Commission Budget,,,NO,0,42,1391,1433
City & County of Honolulu,49-03,HONOLULU: Ethics Commission Staff,,,YES,0,48,1705,1753
City & County of Honolulu,49-03,HONOLULU: Ethics Commission Staff,,,NO,0,34,1169,1203
City & County of Honolulu,49-04,President and Vice President,,C,Don Blankenship,0,0,7,7
City & County of Honolulu,49-04,President and Vice President,,D,Joseph R. Biden,0,15,1881,1896
City & County of Honolulu,49-04,President and Vice President,,G,Howie Hawkins,0,0,14,14
City & County of Honolulu,49-04,President and Vice President,,L,Jo Jorgensen,0,0,22,22
City & County of Honolulu,49-04,President and Vice President,,R,Donald J. Trump,0,50,804,854
City & County of Honolulu,49-04,President and Vice President,,AS,Brock Pierce,0,0,5,5
City & County of Honolulu,49-04,U.S. Representative,2,R,"AKANA, Joe",0,48,767,815
City & County of Honolulu,49-04,U.S. Representative,2,N,"BURRUS, Ron",0,1,24,25
City & County of Honolulu,49-04,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,2,2
City & County of Honolulu,49-04,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,3,38,41
