precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
COLUMBIASTEVENS CREEK ELEM,65,1,20,0,5,35,1,135,0,0,0,47,0,1,168,0,215,290,23,887,86,607,290,887
COLUMBIATRINITY BAPT CHURCH,32,0,38,0,1,25,1,102,0,0,0,7,0,0,62,0,147,156,21,596,70,345,156,596
COLUMBIAWARREN BAPTIST CHURCH - GROVETOWN,141,0,72,3,1,37,0,118,0,0,0,9,0,0,49,1,126,702,51,638,216,341,702,638
COLUMBIAWESLEY METHODIST,109,0,40,0,5,60,2,261,1,0,2,39,0,0,224,0,294,452,39,1377,149,888,452,1377
COLUMBIAWEST ACRES BAPTIST,111,1,63,0,3,75,1,220,0,0,1,36,0,1,187,0,253,411,64,1170,175,777,411,1170
COLUMBIAWESTSIDE BAPT CHURCH,70,0,41,0,3,63,0,148,1,1,0,43,0,2,125,0,208,275,32,859,111,594,275,859
COLUMBIAWOODLAWN BAPTIST CHURCH,54,0,30,0,1,41,0,130,0,0,1,20,0,0,84,0,164,207,26,672,84,441,207,672
COOKCECIL,178,1,25,0,1,12,4,82,1,0,0,4,0,2,17,0,128,455,13,494,204,251,455,494
COOKDELLE BEAMGUARD,68,4,46,0,3,54,2,129,0,0,4,12,0,0,68,0,341,280,44,1092,118,613,280,1092
COOKELM PINE,116,1,22,0,0,1,0,3,0,0,0,0,1,0,0,0,3,261,6,14,139,8,261,14
COOKLENOX,60,0,17,1,3,21,2,77,0,0,0,8,0,1,44,0,187,165,15,568,78,343,165,568
COOKMASSEE,28,0,11,0,1,14,1,54,0,0,1,5,0,0,16,0,135,93,10,446,39,227,93,446
COOKNAN,580,8,171,2,14,178,9,519,2,0,6,46,1,3,240,1,1229,1753,112,4176,761,2248,1753,4176
COOKNEW LIFE BAPT. CHURCH,17,2,23,0,2,42,0,78,1,0,1,6,0,0,39,0,188,105,9,665,42,357,105,665
COOKRIVERBEND,22,0,9,1,4,28,0,57,0,0,0,6,0,0,43,1,187,99,10,703,32,326,99,703
COOKSPARKS,91,0,18,0,0,6,0,39,0,0,0,5,0,0,13,0,60,295,5,194,109,123,295,194
COWETAARTS CENTRE,523,1,228,2,16,240,7,734,3,0,3,208,0,4,885,0,1066,2043,239,5098,754,3166,2043,5098
COWETACANNONGATE,101,0,77,1,2,128,1,344,2,0,2,79,0,2,371,0,424,441,126,1982,179,1355,441,1982
COWETACEDAR CREEK,182,1,111,0,11,90,0,408,1,0,7,82,1,4,392,0,580,655,116,2712,294,1576,655,2712
COWETACENTRAL,266,0,75,0,1,16,1,24,0,1,0,11,0,1,37,0,61,955,57,260,341,153,955,260
COWETACOWETA CENTRAL LIBRARY,56,0,46,0,2,37,1,158,0,0,0,24,0,1,115,0,206,206,34,869,102,544,206,869
COWETADRESDEN,35,0,22,1,2,20,0,57,0,0,2,20,0,4,40,2,132,94,23,455,58,279,94,455
COWETAEXPO CENTER,77,0,44,0,6,25,2,143,0,0,1,66,0,4,161,0,201,306,58,878,121,609,306,878
COWETAFISCHER ROAD,155,2,101,0,5,65,1,306,1,0,2,69,1,3,303,1,395,586,126,1941,258,1152,586,1941
COWETAGRANTVILLE,128,1,47,0,5,43,1,140,0,0,1,13,0,2,84,2,234,457,45,1018,176,525,457,1018
COWETAGREENTOP,135,2,53,1,5,46,1,159,1,0,2,42,0,1,190,0,224,540,50,1032,191,671,540,1032
COWETAHARALSON,70,0,39,0,1,36,0,167,0,0,0,17,0,2,108,0,307,217,33,1166,109,638,217,1166
COWETAJEFFERSON PARKWAY,414,2,233,1,6,73,3,250,2,0,1,37,0,4,272,0,356,2097,187,2025,650,1004,2097,2025
COWETAMADRAS,176,0,117,2,4,63,1,293,0,0,2,59,0,1,240,0,422,748,99,1824,295,1085,748,1824
COWETAMORELAND,76,1,39,0,3,66,2,189,0,0,3,29,0,2,151,1,374,254,38,1274,116,820,254,1274
COWETANAN,4359,30,2235,25,127,1809,31,6451,18,6,56,1327,3,63,5831,11,9600,16583,2235,42533,6649,25333,16583,42533
COWETANEWNAN,318,1,108,2,1,36,1,108,0,0,2,45,0,2,114,0,152,1043,64,696,429,461,1043,696
COWETANORTHSIDE,129,2,75,1,5,47,0,155,1,0,3,58,0,0,175,0,232,473,60,1031,207,676,473,1031
COWETAPANTHER CREEK,116,2,60,2,6,56,0,185,0,0,1,39,0,2,119,0,365,387,60,1360,180,773,387,1360
COWETAPINE ROAD,46,1,28,0,1,42,1,173,0,0,1,25,0,1,100,0,267,172,28,1040,75,611,172,1040
COWETARAYMOND,68,0,41,1,1,55,0,239,2,0,3,30,0,1,109,0,298,234,49,1219,110,738,234,1219
COWETASENOIA,208,4,89,2,9,108,0,383,2,1,2,78,0,4,354,1,530,716,126,2597,303,1472,716,2597
COWETASHARPSBURG,131,3,97,1,8,104,0,352,1,0,5,44,0,3,314,0,497,520,127,2350,232,1328,520,2350
COWETASMOKEY ROAD,158,0,45,1,3,34,0,132,0,0,4,24,0,0,84,0,181,571,45,812,204,462,571,812
COWETATHOMAS CROSSROADS,142,3,133,1,11,111,2,451,0,0,2,75,1,1,386,1,635,661,133,2678,279,1676,661,2678
COWETATURIN,145,2,67,4,4,83,2,297,0,3,2,51,0,5,256,0,431,498,89,2016,218,1134,498,2016
COWETATURKEY CREEK,78,0,36,0,2,20,0,46,1,0,0,6,0,2,41,0,70,259,25,323,114,188,259,323
COWETAWELCOME,110,1,77,1,3,64,2,202,0,1,1,30,0,1,138,3,461,379,62,1558,189,906,379,1558
COWETAWESTSIDE,117,0,13,0,0,7,0,18,0,0,0,7,0,0,7,0,53,317,14,149,130,92,317,149
COWETAWHITE OAK,199,1,134,1,4,94,2,338,1,0,4,59,0,6,285,0,446,754,122,2170,335,1239,754,2170
CRAWFORD1A,59,1,7,0,0,14,0,11,0,0,0,4,0,0,14,0,31,135,3,154,67,74,135,154
CRAWFORD1B,143,0,21,0,0,12,0,17,0,0,0,1,0,0,17,0,64,389,10,225,164,111,389,225
CRAWFORD2,179,2,25,2,2,23,1,62,0,0,3,6,0,2,32,0,171,507,24,548,208,302,507,548
CRAWFORD3,45,1,32,2,2,35,1,97,0,0,1,13,0,0,69,0,191,154,31,875,80,409,154,875
CRAWFORD4,32,2,19,0,1,24,0,99,1,0,0,17,0,0,66,1,221,126,16,906,53,430,126,906
CRAWFORD5,35,0,16,0,0,31,2,110,0,0,1,19,0,0,51,1,255,110,22,927,51,470,110,927
CRAWFORDNAN,493,6,120,4,5,139,4,396,1,0,5,60,0,2,249,2,933,1421,106,3635,623,1796,1421,3635
CRISPARABI,28,0,11,3,0,14,0,39,0,0,1,2,0,0,28,0,105,81,6,392,42,189,81,392
CRISPCONEY,14,0,19,1,1,15,1,79,0,0,1,13,0,1,49,0,155,61,7,579,34,315,61,579
CRISPCORDELE,650,3,125,2,7,73,2,267,0,0,3,36,0,1,219,4,584,2582,80,2343,780,1196,2582,2343
CRISPJAMESTOWN,21,0,13,0,2,30,1,89,0,0,1,25,0,0,63,0,222,79,13,736,34,433,79,736
CRISPLISTONIA,18,0,4,0,2,16,0,59,1,1,1,6,0,0,40,0,140,34,20,499,22,266,34,499
CRISPNAN,731,3,172,6,12,148,4,533,1,1,7,82,0,2,399,4,1206,2837,126,4549,912,2399,2837,4549
DADEDAVIS,40,0,28,1,1,34,0,112,1,0,1,7,0,4,88,0,247,119,29,967,69,495,119,967
DADENAN,242,1,231,7,11,273,3,555,1,0,6,119,0,12,662,0,1153,965,226,5051,481,2795,965,5051
DADENEW HOME,14,0,12,2,0,29,0,43,0,0,1,6,0,1,29,0,73,45,13,348,28,182,45,348
DADENEW SALEM,28,0,48,0,1,38,1,62,0,0,0,19,0,0,93,0,158,140,27,590,76,372,140,590
DADENORTH DADE,57,0,44,3,2,52,0,89,0,0,0,15,0,0,95,0,192,226,34,815,104,445,226,815
DADESOUTH DADE,30,0,16,0,3,22,1,40,0,0,1,10,0,1,32,0,115,94,15,445,46,225,94,445
DADETRENTON,50,1,55,1,4,75,1,122,0,0,2,24,0,5,185,0,293,210,55,1348,107,711,210,1348
DADEWEST BROW,23,0,28,0,0,23,0,87,0,0,1,38,0,1,140,0,75,131,53,538,51,365,131,538
DAWSONCENTRAL,115,2,97,3,12,159,1,690,2,0,6,67,0,1,371,0,1266,476,145,4683,217,2575,476,4683
DAWSONEAST,106,2,121,1,10,117,2,599,2,0,1,107,0,3,476,0,1014,609,173,3983,230,2331,609,3983
DAWSONNAN,312,5,269,4,25,311,3,1468,4,0,8,267,0,7,1094,0,2651,1448,356,9900,590,5838,1448,9900
DAWSONWEST,91,1,51,0,3,35,0,179,0,0,1,93,0,3,247,0,371,363,38,1234,143,932,363,1234
DECATURATTAPULGUS,276,0,45,2,0,13,0,43,0,0,0,2,0,0,20,0,97,749,11,386,323,175,749,386
DECATURBAINBRIDGE-COLISEUM,393,3,113,3,16,85,1,237,1,0,5,74,0,0,262,1,521,1363,40,2165,512,1203,1363,2165
DECATURBRIDGE-FAIRGROUNDS,288,3,86,2,6,30,1,87,0,0,2,11,0,0,82,0,212,920,32,859,379,431,920,859
DECATURBRINSON,46,1,12,0,3,12,0,40,0,0,1,1,0,1,27,0,133,132,3,424,59,218,132,424
DECATURCLIMAX,57,1,12,0,3,21,0,112,0,0,2,12,0,0,34,0,108,154,9,497,70,292,154,497
DECATURKENDRICK,29,0,14,0,0,10,1,35,0,0,0,1,0,0,17,0,73,77,2,262,43,137,77,262
DECATURMT PLEASANT,17,0,6,0,1,13,0,45,0,0,0,6,0,0,37,0,100,56,7,379,23,202,56,379
DECATURNAN,1325,8,337,9,34,211,3,703,1,1,12,112,0,3,546,1,1534,4124,126,6020,1679,3161,4124,6020
DECATURRECOVERY,22,0,15,0,1,9,0,45,0,1,0,4,0,1,31,0,99,87,9,362,37,191,87,362
DECATURWEST BAINBRIDGE,197,0,34,2,4,18,0,59,0,0,2,1,0,1,36,0,191,586,13,686,233,312,586,686
DEKALBALLGOOD ELEM,580,0,159,0,1,10,0,30,0,0,0,11,0,0,34,0,35,1584,26,172,739,121,1584,172
DEKALBASHFORD DUNWOODY RD,301,1,120,0,3,15,1,104,2,0,1,133,1,1,359,1,171,1088,111,898,422,792,1088,898
DEKALBASHFORD PARK ELEM,169,1,115,1,2,11,0,68,1,0,1,76,0,4,306,0,152,784,125,809,286,621,784,809
DEKALBASHFORD PARKSIDE,262,0,159,1,4,19,0,89,2,0,1,102,1,1,326,0,196,1418,105,956,422,741,1418,956
DEKALBAUSTIN,173,1,87,0,7,28,1,146,1,0,1,136,1,1,457,0,210,786,90,1065,261,989,786,1065
DEKALBAUSTIN DRIVE,383,1,107,1,0,4,1,9,0,0,0,1,0,0,14,0,11,1110,21,61,492,40,1110,61
DEKALBAVONDALE,545,2,330,0,4,17,2,86,1,0,1,90,0,0,262,1,120,1486,134,551,877,584,1486,551
DEKALBAVONDALE HIGH - 04,312,2,240,1,4,6,0,13,0,1,0,19,0,2,71,0,38,954,32,167,555,154,954,167
DEKALBAVONDALE HIGH - 05,257,0,195,0,1,4,0,13,0,1,1,12,1,0,38,0,17,850,32,93,452,88,850,93
DEKALBBETHUNE MIDDLE,863,3,175,1,2,7,0,11,0,0,1,6,0,0,18,0,8,2411,23,81,1042,53,2411,81
DEKALBBOULDERCREST RD,505,0,100,1,0,2,0,8,1,0,1,2,0,0,4,0,15,1112,11,53,606,33,1112,53
DEKALBBOULEVARD,839,2,564,1,1,13,1,27,1,0,0,53,0,1,149,0,32,2581,142,236,1406,278,2581,236
DEKALBBRIAR VISTA ELEM,368,1,237,0,1,10,0,52,0,0,0,41,0,1,170,0,81,1373,100,409,606,356,1373,409
DEKALBBRIARCLIFF,328,2,214,1,7,17,1,83,0,0,0,74,0,4,268,0,100,1200,87,689,545,554,1200,689
DEKALBBRIARLAKE ELEM,198,0,135,0,2,21,0,80,0,0,0,71,0,0,226,0,115,709,58,487,333,515,709,487
DEKALBBRIARWOOD,223,0,110,0,0,8,0,44,0,1,0,54,0,2,180,0,87,872,93,515,333,376,872,515
DEKALBBROCKETT,264,2,214,1,4,31,1,85,5,0,1,42,0,0,141,0,186,971,67,584,481,496,971,584
DEKALBBROCKETT ELEM,298,2,176,0,6,24,0,76,0,1,0,55,0,1,181,0,140,1048,62,546,476,484,1048,546
DEKALBBROOKHAVEN,258,0,159,0,2,19,0,74,3,0,0,94,0,2,355,0,182,1169,142,993,417,731,1169,993
DEKALBBROWNS MILL ELEM,983,1,202,1,1,4,0,16,0,0,0,1,0,0,22,0,19,2300,36,80,1187,63,2300,80
DEKALBBURGESS ELEM,503,0,407,1,1,6,0,17,0,0,0,23,1,4,49,0,37,1730,76,133,911,138,1730,133
DEKALBCANBY LANE ELEM,492,2,69,0,0,2,0,4,0,0,0,3,0,0,2,0,11,1085,8,31,563,22,1085,31
DEKALBCANDLER,484,5,167,1,0,5,0,14,0,0,0,7,1,0,15,0,12,1518,44,67,657,54,1518,67
DEKALBCANDLER-MURPHEY CANDLER ELEM,612,0,150,0,1,10,0,27,0,0,1,5,0,0,18,1,47,1705,27,133,762,110,1705,133
DEKALBCEDAR GROVE ELEM,948,1,179,0,0,9,0,10,0,2,0,5,0,0,13,0,13,2451,33,92,1128,52,2451,92
DEKALBCEDAR GROVE MIDDLE,326,0,61,0,0,3,0,5,0,0,0,0,0,0,6,0,3,824,5,23,387,17,824,23
DEKALBCEDAR GROVE SOUTH,910,0,167,0,1,11,1,9,0,0,0,4,0,0,11,0,23,2239,23,75,1077,60,2239,75
DEKALBCHAMBLEE,234,3,214,2,1,16,2,92,2,0,0,30,0,2,147,0,122,633,64,361,453,414,633,361
DEKALBCHAMBLEE 2,225,1,193,0,0,14,1,68,1,0,0,75,0,0,223,0,126,970,117,687,419,508,970,687
DEKALBCHAPEL HILL ELEM,822,1,161,1,1,9,0,9,0,0,0,3,0,0,3,0,8,1913,23,49,985,33,1913,49
DEKALBCHESNUT ELEM,219,1,154,0,1,14,0,57,1,1,1,29,0,2,108,0,99,934,58,417,374,313,934,417
DEKALBCLAIREMONT EAST,640,2,433,4,1,7,1,41,0,0,0,85,0,1,201,1,69,1966,97,351,1079,407,1966,351
DEKALBCLAIREMONT WEST,695,0,426,1,4,11,0,54,2,0,2,77,0,2,215,0,70,1997,91,329,1122,437,1997,329
DEKALBCLAIRMONT ROAD,415,1,355,1,8,13,1,77,1,0,1,50,0,1,166,0,73,1424,86,426,772,391,1424,426
DEKALBCLARKSTON,519,1,232,1,3,12,0,30,1,1,0,12,1,0,64,0,40,2396,53,230,753,164,2396,230
DEKALBCLIFTON ELEM,362,0,77,0,0,4,0,7,0,0,0,2,0,0,8,0,4,919,14,39,439,25,919,39
DEKALBCOLUMBIA DRIVE,500,0,97,0,1,2,0,5,0,0,0,0,0,0,6,0,6,1146,16,37,597,20,1146,37
DEKALBCOLUMBIA ELEM,246,0,54,0,0,2,0,0,0,0,0,0,0,0,2,0,4,746,14,8,300,8,746,8
DEKALBCOLUMBIA MIDDLE,325,0,76,1,2,1,0,3,0,0,0,1,0,0,7,0,4,949,16,28,402,18,949,28
DEKALBCORALWOOD,513,0,296,4,2,33,3,77,2,2,0,91,0,1,326,0,144,1567,117,665,813,681,1567,665
DEKALBCOVINGTON,202,1,98,0,1,0,0,11,0,0,0,17,0,0,24,0,12,855,32,83,301,65,855,83
DEKALBCOVINGTON HWY LIBRARY,66,0,33,0,0,1,0,3,0,0,0,0,0,1,0,0,5,349,7,19,99,10,349,19
DEKALBCROSS KEYS HIGH,170,0,106,0,2,3,0,43,0,0,0,51,0,1,192,0,82,783,89,483,276,374,783,483
DEKALBCROSSROADS,651,2,163,0,0,6,0,7,0,0,0,13,0,0,16,0,9,1572,29,78,816,51,1572,78
DEKALBDORAVILLE NORTH,212,0,164,1,2,14,0,52,2,0,0,15,0,2,86,0,93,1080,66,380,377,266,1080,380
DEKALBDORAVILLE SOUTH,124,1,105,0,0,7,1,32,1,0,1,15,0,0,41,0,59,489,41,203,230,157,489,203
DEKALBDRESDEN ELEM,308,0,239,0,3,13,0,57,0,0,1,32,0,0,110,0,93,1905,124,726,547,309,1905,726
DEKALBDRUID HILLS HIGH,358,2,225,1,2,9,0,37,0,0,0,60,0,1,137,0,46,1567,68,279,586,292,1567,279
DEKALBDUNAIRE ELEM,348,1,124,0,2,11,0,21,0,0,0,6,0,0,19,0,26,993,19,133,473,85,993,133
DEKALBDUNWOODY,240,2,115,1,2,16,1,63,2,0,0,63,0,2,242,0,129,1071,87,723,358,520,1071,723
DEKALBDUNWOODY HIGH,141,0,89,0,6,20,0,88,0,0,0,102,0,0,329,1,163,664,68,768,230,709,664,768
DEKALBDUNWOODY LIBRARY,185,0,89,0,5,19,1,126,1,0,1,141,1,1,451,1,226,780,82,1040,274,974,780,1040
DEKALBEAST LAKE ELEM,651,1,335,1,2,6,0,17,0,0,0,26,0,2,65,0,35,2121,85,191,988,153,2121,191
DEKALBEMBRY HILLS,227,0,178,0,4,18,2,94,0,0,0,34,0,2,166,0,96,790,75,509,405,416,790,509
DEKALBEMORY ROAD,124,0,95,0,1,5,0,6,0,0,0,20,0,1,38,0,19,674,19,124,219,90,674,124
DEKALBEMORY SOUTH,435,1,284,0,0,5,0,52,0,0,0,73,0,0,244,0,82,1738,123,473,720,456,1738,473
DEKALBEPWORTH,831,0,687,1,3,7,1,29,0,0,0,105,2,0,176,1,65,2611,116,282,1519,389,2611,282
DEKALBEVANSDALE ELEM,313,3,210,0,1,28,1,105,2,0,1,55,0,3,191,0,122,1224,77,510,526,509,1224,510
DEKALBFAIRINGTON ELEM,667,0,155,1,0,1,0,8,0,0,0,0,0,0,6,0,10,2253,30,62,823,25,2253,62
DEKALBFERNBANK ELEM,522,1,258,0,5,0,0,39,0,0,0,74,0,1,142,0,71,1303,63,320,781,332,1303,320
DEKALBFLAKES MILL FIRE STATION,471,0,85,0,0,7,0,1,0,0,0,2,0,1,5,0,8,1132,10,29,556,24,1132,29
DEKALBFLAT ROCK ELEM,709,0,180,1,0,8,0,12,1,0,0,2,0,0,9,0,14,1707,26,58,890,46,1707,58
DEKALBFLAT SHOALS,448,1,70,1,0,1,0,1,1,0,0,0,0,1,2,0,7,1099,25,26,520,13,1099,26
DEKALBFLAT SHOALS ELEM,484,0,70,0,0,2,0,2,0,0,0,0,0,0,3,0,4,1128,15,24,554,11,1128,24
DEKALBFLAT SHOALS LIBRARY,433,2,88,0,0,7,1,6,0,0,0,0,0,0,3,0,4,1194,16,26,523,21,1194,26
DEKALBFLAT SHOALS PARKWAY,925,1,199,0,0,7,0,8,0,0,1,1,0,0,11,0,16,2085,21,71,1125,44,2085,71
DEKALBFREEDOM MIDDLE,506,1,118,1,3,3,0,26,0,1,0,4,0,2,25,0,46,1531,25,161,626,110,1531,161
DEKALBGEORGETOWN SQUARE,271,1,154,0,6,25,2,115,0,1,0,82,1,3,263,0,155,1305,110,853,426,653,1305,853
DEKALBGLENHAVEN,320,0,78,1,2,6,0,9,0,0,0,3,0,0,8,0,30,808,28,75,399,58,808,75
DEKALBGLENNWOOD - 04,165,1,147,0,0,6,0,6,1,0,0,28,0,1,60,0,13,559,30,77,313,115,559,77
DEKALBGLENNWOOD - 05,211,0,137,0,2,3,0,9,0,0,0,12,0,1,38,0,18,719,18,104,348,83,719,104
DEKALBGLENWOOD ROAD,314,0,76,2,1,5,0,7,0,0,0,0,0,0,6,0,14,969,15,56,392,33,969,56
DEKALBGRESHAM ROAD,614,1,264,0,2,4,0,13,0,1,0,7,0,0,28,0,21,1761,57,99,879,76,1761,99
DEKALBHAMBRICK ELEM,497,2,171,1,2,9,0,30,0,0,0,11,1,0,35,0,36,1653,32,197,671,124,1653,197
DEKALBHARRIS-MARGARET HARRIS ED,232,0,160,0,3,13,0,38,1,0,0,40,0,0,113,0,46,942,59,237,392,254,942,237
DEKALBHARRIS-NARVIE J. HARRIS ELEM,817,3,150,1,1,4,0,5,0,0,0,1,0,0,13,0,9,2203,32,40,971,33,2203,40
DEKALBHAWTHORNE ELEM,408,0,280,1,2,18,1,82,3,1,0,83,0,2,224,0,116,1681,91,591,689,532,1681,591
DEKALBHENDERSON MILL ELEM,357,2,179,1,6,22,0,114,4,1,0,70,2,4,268,0,150,1313,94,665,539,641,1313,665
DEKALBHUGH HOWELL,292,1,113,0,7,24,0,95,2,0,1,48,0,1,162,0,172,724,50,561,406,512,724,561
DEKALBHUNTLEY HILLS ELEM,276,1,234,0,1,16,1,57,0,1,1,41,0,4,164,0,121,1311,103,503,511,407,1311,503
DEKALBIDLEWOOD ELEM,279,1,142,0,5,19,0,41,0,1,2,14,0,0,50,0,56,970,31,260,422,188,970,260
DEKALBINDIAN CREEK ELEM,216,0,121,0,0,7,0,20,0,0,0,7,0,1,38,0,21,845,33,136,337,94,845,136
DEKALBJOHNSON ESTATES,224,0,105,0,1,2,1,21,0,0,0,39,0,0,110,0,44,691,42,193,329,218,691,193
DEKALBJOLLY ELEM,385,3,174,1,3,10,1,36,0,0,0,15,0,3,53,0,67,1406,48,250,563,188,1406,250
DEKALBKELLEY CHAPEL ROAD,430,0,76,0,0,1,0,5,0,0,0,0,0,0,7,0,13,809,12,37,506,26,809,37
DEKALBKELLEY LAKE ELEM,642,1,93,2,0,4,0,6,0,0,1,6,0,2,6,1,11,1497,25,44,738,37,1497,44
DEKALBKING-ML KING JR HIGH,1136,1,223,0,0,3,1,9,0,0,0,0,0,2,16,0,17,2804,31,64,1360,48,2804,64
DEKALBKINGSLEY ELEM,191,1,105,1,0,29,1,121,1,0,4,129,0,0,405,1,267,724,79,1042,298,958,724,1042
DEKALBKITTREDGE ELEM,225,0,126,0,4,16,2,88,1,0,0,80,0,0,257,0,158,789,98,679,351,606,789,679
DEKALBKNOLLWOOD ELEM,442,0,119,0,0,7,0,9,0,0,1,8,0,0,22,0,13,1193,39,46,561,60,1193,46
DEKALBLAKESIDE HIGH,428,2,244,1,10,11,1,108,1,0,0,126,0,1,344,0,180,1393,100,813,675,782,1393,813
DEKALBLAVISTA,307,0,233,0,5,8,0,49,1,0,0,46,0,0,222,0,76,1329,95,474,540,407,1329,474
DEKALBLAVISTA ROAD,302,2,197,2,1,4,0,63,0,0,1,45,0,0,211,0,70,1019,58,396,503,395,1019,396
DEKALBLIN-MARY LIN ELEM,504,1,405,2,1,7,0,34,1,0,0,56,0,2,179,0,55,1757,97,300,912,335,1757,300
DEKALBLITHONIA,177,0,47,2,0,2,0,12,0,0,0,0,0,0,9,0,13,618,10,51,226,36,618,51
DEKALBLITHONIA HIGH,527,2,116,1,2,3,0,6,1,0,0,2,0,0,1,0,5,1606,20,33,646,20,1606,33
DEKALBLIVSEY ELEM,186,1,106,0,6,20,0,75,1,0,0,47,0,1,165,0,101,592,37,454,293,416,592,454
DEKALBMARBUT ELEM,749,2,159,0,0,2,0,0,0,1,0,1,0,0,7,0,10,2305,21,51,910,21,2305,51
DEKALBMATHIS-BOB MATHIS ELEM,833,1,158,0,1,7,0,20,1,0,0,6,0,0,15,0,14,1694,31,83,992,64,1694,83
DEKALBMCLENDON,269,2,271,0,4,5,1,34,0,0,2,23,0,2,76,0,54,1129,66,217,542,201,1129,217
DEKALBMCNAIR ACADEMY,415,1,203,0,1,1,0,6,0,0,0,4,1,0,10,0,6,1131,36,32,619,29,1131,32
DEKALBMCNAIR HIGH,627,0,353,1,1,3,0,12,0,0,0,16,0,0,48,0,33,2032,71,131,981,113,2032,131
DEKALBMCNAIR MIDDLE,442,2,145,1,0,1,1,2,0,0,0,4,0,1,15,0,6,1225,25,40,590,30,1225,40
DEKALBMCWILLIAMS,586,0,121,2,0,2,0,5,0,1,0,0,0,0,5,0,7,1376,15,39,709,20,1376,39
DEKALBMEADOWVIEW ELEM,743,3,189,0,0,4,0,7,0,1,0,4,0,3,17,0,15,1753,42,66,935,51,1753,66
DEKALBMEDLOCK ELEM,339,1,338,1,3,3,0,71,0,0,0,47,0,1,127,0,79,1198,85,331,679,331,1198,331
DEKALBMEMORIAL SOUTH,315,0,70,0,0,2,0,12,0,0,0,5,0,0,21,0,18,1189,22,74,385,58,1189,74
DEKALBMETROPOLITAN,502,2,455,0,2,2,1,16,0,0,0,10,0,1,58,0,26,1728,87,114,959,116,1728,114
DEKALBMIDVALE ELEM,246,0,127,0,2,34,0,123,0,0,1,73,1,1,259,0,161,725,84,704,373,655,725,704
DEKALBMIDVALE ROAD,362,3,199,0,4,23,0,88,1,1,0,70,0,0,250,0,158,1292,72,591,564,595,1292,591
DEKALBMIDWAY ELEM,364,2,133,1,2,6,0,21,0,0,0,3,0,2,16,0,18,1296,40,98,500,68,1296,98
DEKALBMILLER GROVE HIGH,438,1,101,1,3,1,0,4,0,0,0,2,0,0,5,0,6,1450,17,40,541,21,1450,40
DEKALBMILLER GROVE MIDDLE,637,2,143,0,0,4,0,2,0,0,0,3,1,1,8,0,8,2013,27,36,782,27,2013,36
DEKALBMILLER GROVE ROAD,608,1,132,1,0,2,1,9,0,0,0,2,0,0,11,0,9,1330,12,47,742,34,1330,47
DEKALBMILLER-ELDRIDGE L. MILLER ELEM,670,1,159,0,0,7,0,12,0,0,1,4,0,0,19,0,25,1733,21,87,830,68,1733,87
DEKALBMONTCLAIR ELEM,205,0,129,0,2,6,1,9,0,0,1,15,0,1,38,0,28,968,45,142,334,101,968,142
DEKALBMONTGOMERY ELEM,214,0,127,0,1,16,1,90,2,0,0,112,0,1,300,1,125,851,107,736,341,649,851,736
DEKALBMONTREAL,196,1,149,1,6,10,0,49,0,0,1,17,0,0,74,0,71,761,51,289,347,228,761,289
DEKALBMT. VERNON EAST,167,0,89,1,2,28,0,105,0,0,1,131,2,0,416,0,274,769,84,1048,257,959,769,1048
DEKALBMT. VERNON WEST,203,1,98,1,4,13,0,93,1,0,0,86,1,3,317,0,164,764,74,792,303,682,764,792
DEKALBNAN,82601,170,32707,95,337,1778,71,6831,79,27,59,5587,24,153,18304,21,11179,251370,9666,51468,115573,44450,251370,51468
DEKALBNORTH DECATUR,179,1,149,0,0,4,0,13,2,0,0,18,0,1,60,0,33,865,51,157,329,131,865,157
DEKALBNORTH HAIRSTON,334,0,115,2,1,4,1,18,0,0,0,11,0,1,26,0,30,1075,24,121,451,92,1075,121
DEKALBNORTH PEACHTREE,171,2,119,1,2,13,0,43,0,0,0,46,0,2,103,0,69,701,54,334,293,278,701,334
DEKALBNORTHLAKE,220,1,142,0,0,16,1,44,0,0,0,39,0,4,164,0,92,690,64,319,363,360,690,319
DEKALBOAK GROVE ELEM,308,1,185,1,4,13,1,81,1,0,1,63,0,0,231,0,121,1008,81,537,495,516,1008,537
DEKALBOAK VIEW ELEM,1001,0,207,0,0,5,0,8,0,0,0,1,0,1,8,0,10,2575,27,43,1208,33,2575,43
DEKALBOAKCLIFF ELEM,118,1,98,0,2,5,0,32,0,0,0,11,0,0,49,1,45,702,42,239,217,145,702,239
DEKALBOAKHURST,632,1,382,0,1,14,0,21,0,1,0,56,0,3,132,0,49,1872,85,192,1015,277,1872,192
DEKALBPANOLA,358,0,82,0,0,6,0,1,0,0,0,4,0,0,15,0,18,830,18,51,440,44,830,51
DEKALBPANOLA ROAD,452,0,84,2,0,6,0,3,0,0,0,2,0,0,8,0,4,1162,13,24,538,23,1162,24
