precinct,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Cherokee-UNITY MISSIONARY BAP,19,2,3,257,9,0,0,6,0,7,0,31,0,0,0,0,0,19,0,105,281,162,15
Chilton-ABSENTEE,413,0,8,481,3,0,0,6,3,8,0,29,1,2,2,1,1,32,0,76,902,155,9
Chilton-AMERICAN LEGION POST,439,3,13,600,186,0,0,13,1,50,1,71,1,0,2,8,0,65,0,242,1055,441,199
Chilton-CANE CREEK GAP MTN,43,3,10,615,11,0,1,11,1,43,2,84,0,0,3,10,0,38,0,286,671,467,23
Chilton-CLANTON REC,225,1,17,1567,53,1,0,18,7,113,0,250,0,0,4,34,2,210,0,593,1810,1213,72
Chilton-COLLINS CHAPEL FIRE STN,39,1,3,325,22,0,0,9,0,22,0,58,0,0,1,6,1,32,0,108,368,228,31
Chilton-ENTERPRISE FIRE STN,102,2,7,811,41,1,0,15,6,56,0,120,0,0,2,9,1,55,0,290,922,539,57
Chilton-FAIRVIEW FIRE STN,69,0,4,609,30,0,0,10,1,46,0,95,2,0,0,6,0,55,0,207,682,412,40
Chilton-ISABELLA FIRE STN,82,1,5,473,22,0,0,7,3,53,0,68,0,0,0,4,2,54,0,142,561,326,29
Chilton-JEMISON CITY HALL,328,8,15,1291,81,1,0,39,7,95,0,233,1,2,1,20,0,120,3,449,1642,931,121
Chilton-LIBRARY,125,4,21,989,26,0,0,11,6,84,3,147,1,0,6,18,0,130,0,382,1139,777,37
Chilton-MAPLESVILLE LIBRARY,244,2,8,444,123,0,0,13,0,44,1,63,0,0,1,5,0,41,0,132,698,287,136
Chilton-MARS HILL W CHILTON FS SPLIT,68,3,9,640,26,0,0,7,6,33,0,113,0,0,3,7,0,38,0,244,720,444,33
Chilton-PROVIDENCE BAP CH,144,9,28,1099,15,0,1,6,1,45,0,69,0,0,2,19,0,60,2,206,1280,404,22
Chilton-SOUTH CHILTON FIRE,59,4,5,684,35,0,0,7,1,66,0,86,0,0,5,5,0,49,0,233,752,445,42
Chilton-THORSBY TOWN HALL,127,3,13,1113,39,0,0,16,4,100,2,195,0,0,11,17,0,117,0,375,1256,821,55
Chilton-UNION GROVE FIRE STN,69,4,18,996,19,0,0,12,1,82,0,163,0,0,1,9,1,95,1,378,1087,731,31
Chilton-VERBENA FIRE STN,157,0,17,907,71,0,0,30,2,63,0,150,0,1,2,16,0,82,1,349,1081,666,101
Choctaw-ABSENTEE,156,0,2,218,24,0,1,3,1,0,0,11,0,0,0,1,0,8,0,17,376,38,28
Choctaw-ARARAT,34,0,0,124,25,0,1,5,1,2,0,15,1,0,1,0,3,9,0,39,158,71,31
Choctaw-BARRYTOWN,4,0,2,202,3,0,0,12,0,2,0,25,0,0,4,3,0,14,0,38,208,86,15
Choctaw-BLADON SPRINGS,63,0,1,11,39,1,0,0,0,0,0,0,0,0,0,0,0,5,0,3,75,8,40
Choctaw-BOGUELOOSA,8,0,2,276,7,0,0,10,1,8,0,53,0,0,1,4,1,26,0,66,286,160,17
Choctaw-BRANCH,258,0,1,54,145,0,1,18,0,0,0,3,0,0,0,3,0,4,0,9,313,19,164
Choctaw-BUTLER,385,1,13,913,199,1,3,46,5,53,0,88,1,0,0,30,2,93,1,297,1312,570,249
Choctaw-CHAPPELL HILL,7,0,2,242,9,0,2,7,0,13,0,45,0,0,0,2,0,10,0,65,251,135,18
Choctaw-CROMWELL,106,0,2,31,53,0,1,2,0,0,0,0,0,0,0,0,0,6,0,5,139,11,56
Choctaw-CROSSROADS,73,0,0,39,34,0,0,8,0,1,0,4,0,0,0,3,0,0,0,11,112,19,42
Choctaw-CULLOMBURG,112,1,4,81,88,1,2,15,0,4,0,2,0,0,0,1,0,6,0,22,198,35,106
Choctaw-GILBERTOWN,55,0,1,295,32,1,1,19,1,16,0,34,0,0,0,0,0,20,0,47,351,118,53
Choctaw-HALSELL,56,0,0,17,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,73,9,44
Choctaw-HURRICANE,6,0,0,42,3,1,0,2,0,0,0,3,0,0,0,0,0,2,0,18,48,23,6
Choctaw-INTERSECTION,73,0,0,2,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,0,45
Choctaw-ISNEY,8,0,0,37,2,0,0,0,2,2,0,4,0,0,0,3,0,2,0,18,45,31,2
Choctaw-LAVACA,115,1,1,84,80,0,1,6,3,5,0,10,0,0,0,2,0,10,0,23,201,53,87
Choctaw-LISMAN,291,0,1,17,160,0,1,9,0,1,0,0,0,0,0,1,0,2,0,4,309,8,170
Choctaw-LUSK,3,0,1,193,1,0,0,12,0,15,0,9,0,0,2,2,0,6,0,55,197,89,13
Choctaw-MELVIN,77,0,0,55,53,4,3,7,0,2,0,4,0,0,0,0,0,5,0,8,132,19,67
Choctaw-MT STERLING,104,0,0,63,62,0,0,10,1,5,1,5,0,0,0,2,0,8,0,21,167,43,72
Choctaw-PELHAM,78,0,0,21,60,0,0,1,0,0,0,2,0,0,0,0,0,7,0,6,99,15,61
Choctaw-PENNINGTON,253,1,1,106,147,2,0,9,0,9,0,10,0,0,1,0,0,6,0,34,361,60,158
Choctaw-PLEASANT VLY,6,0,5,177,2,2,0,1,2,6,1,38,0,0,1,1,0,6,0,47,188,102,5
Choctaw-PROVISIONAL,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Choctaw-PUSHMATAHA,101,0,1,20,67,0,0,8,0,2,0,3,0,0,0,0,0,0,0,8,122,13,75
Choctaw-RIDERWOOD,108,1,2,17,75,0,0,5,1,2,0,0,0,0,0,3,0,4,0,3,128,13,80
Choctaw-ROCK SPRINGS,2,0,1,91,1,0,0,0,0,3,0,4,0,0,0,4,0,6,0,37,94,54,1
Choctaw-SILAS,108,0,2,239,44,0,0,21,0,8,0,15,0,0,1,2,0,10,0,54,349,90,65
Choctaw-SOUWILPA,8,0,0,70,3,1,0,2,2,2,0,4,0,0,0,0,0,9,0,14,78,31,6
Choctaw-TOOMEY,71,1,4,83,34,0,0,3,0,4,0,20,0,0,0,1,0,6,0,19,159,50,37
Choctaw-TOXEY,131,0,0,197,71,1,1,11,0,1,0,30,0,1,0,0,0,20,0,55,328,107,84
Choctaw-WOMACK HILL,23,0,0,70,13,0,0,8,0,2,0,8,0,0,0,0,0,3,0,17,93,30,21
Choctaw-YANTLEY,226,0,2,15,148,0,0,12,0,1,0,1,0,0,0,0,0,2,0,2,243,6,160
Clarke-ABSENTEE,259,0,14,355,36,0,0,1,0,3,0,14,0,0,1,1,0,18,0,31,628,68,37
Clarke-ANTIOCH FIRE DEPT,167,1,5,244,102,0,0,4,0,15,0,39,0,0,0,3,0,29,0,96,417,182,106
Clarke-BASHI METH CH,19,2,0,84,11,0,0,0,1,3,0,17,0,0,1,0,0,3,0,33,105,58,11
Clarke-CHOCTAW BLUFF FIRE STN,188,0,0,90,110,0,0,8,0,6,0,9,0,0,0,2,0,5,0,25,278,47,118
Clarke-CITY HALL JACKSON,571,3,5,421,325,0,0,13,1,24,0,59,0,0,1,9,0,52,0,151,1000,297,338
Clarke-COFFEEVILLE LEGION HALL,206,1,1,320,122,0,0,11,0,18,0,30,0,0,0,3,0,30,0,139,528,220,133
Clarke-FULTON FIRE STN,180,1,4,514,113,1,0,5,2,40,0,52,0,0,0,4,0,38,0,159,699,295,119
Clarke-GAINESTOWN,467,0,0,48,252,1,0,12,0,0,0,2,0,0,0,0,0,2,0,20,515,24,265
Clarke-GOSPORT FIRE DEPT,113,0,1,25,79,0,0,5,0,1,0,2,0,0,0,1,0,3,0,5,139,12,84
Clarke-GROVE HILL CITY HALL,106,1,6,337,45,0,0,8,2,28,0,42,0,0,0,11,1,56,0,120,450,260,53
Clarke-GROVE HILL OLD ENGINEERS,192,0,2,320,86,0,0,12,0,25,1,46,0,1,1,12,0,47,0,102,514,235,98
Clarke-GROVE HILLNATIONAL GUARD,214,2,5,92,133,0,0,8,1,2,0,6,0,0,1,0,0,9,0,29,313,48,141
Clarke-HELWESTERN VFD,51,0,2,271,26,0,0,6,1,7,3,41,0,0,2,7,0,29,0,100,324,190,32
Clarke-HOPEWELL BAP CH,1,0,0,104,0,0,0,0,1,3,0,13,0,0,0,5,0,15,0,37,105,74,0
Clarke-JACKSON DOWNTOWN FIRE,338,3,13,419,177,0,0,24,0,28,0,52,0,0,0,8,0,67,1,121,773,277,201
Clarke-JACKSON NATIONAL GUARD,83,0,6,520,31,0,0,7,1,25,0,63,0,0,0,13,0,70,0,166,609,338,38
Clarke-JACKSONSKIPPER FIRE STN,273,0,7,526,173,0,0,11,1,24,1,67,0,0,0,13,0,59,0,189,806,354,184
Clarke-MORNING STN CH #2,229,0,1,26,132,0,1,6,0,5,0,4,0,0,0,0,0,0,0,11,256,20,139
Clarke-NETTLESBORO FIRE STN,78,0,1,116,52,0,0,1,0,2,0,26,0,0,1,0,0,15,0,35,195,79,53
Clarke-OPINE TALLAHATTA,4,0,2,114,2,0,0,0,0,1,0,24,0,0,0,0,0,10,0,41,120,76,2
Clarke-PROVISIONAL,37,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0
Clarke-ROCKVILLE VOTING,106,0,0,56,64,0,0,3,0,0,0,6,0,0,0,1,0,6,0,20,162,33,67
Clarke-SALITPA FIRE DEPT,69,0,4,92,46,0,0,3,0,10,0,18,0,0,2,0,0,8,0,20,165,58,49
Clarke-SPRINGFIELD METH CH,12,0,4,302,6,0,0,6,0,25,0,47,0,0,0,3,0,26,0,97,318,198,12
Clarke-THOMASVILLE CITY HALL,304,1,9,665,86,1,0,10,2,41,1,49,0,0,3,4,0,69,0,190,979,359,97
Clarke-THOMASVILLE NATIONAL GUARD,548,0,2,235,415,0,0,21,1,24,1,58,0,0,3,7,1,51,0,120,785,266,436
Clarke-TVILLE BASHI FIRE,262,1,1,453,144,0,0,19,0,34,1,57,0,0,1,10,0,47,0,145,717,295,163
Clarke-WALKER SPR OVERSTREET GRO,223,0,2,154,145,0,0,5,1,8,0,14,0,0,0,0,0,27,0,55,379,105,150
Clarke-WALNUT GROVE MISSIONARY,134,0,0,32,85,0,0,0,0,0,0,5,0,0,0,0,0,3,0,11,166,19,85
Clarke-WHATLEY,131,1,1,86,71,0,1,3,0,7,0,16,0,0,1,3,0,4,0,11,219,42,75
Clarke-WINN FIRE DEPT,184,0,0,88,79,0,1,1,0,1,0,8,0,0,0,5,0,7,0,29,272,50,81
Clay-ABSENTEE,85,2,4,259,89,0,0,12,6,13,2,29,0,0,0,7,0,24,0,73,350,154,101
Clay-ASHLAND ARMORY,325,4,23,1131,175,2,1,24,7,130,0,184,0,1,3,38,1,121,0,421,1483,906,202
Clay-BARFIELD VOL FIRE,64,0,6,511,25,0,1,10,6,37,0,90,1,0,1,12,1,46,0,182,581,376,36
Clay-BLUFF SPRINGS FIRE,22,1,5,354,5,0,0,8,2,25,1,54,0,0,2,6,0,27,0,134,382,251,13
Clay-COLETA VLY FIRE,9,0,3,130,3,0,0,5,1,6,0,16,0,0,1,9,1,13,0,44,142,91,8
Clay-CRAGFORD FIRE,15,2,3,137,4,0,0,3,0,9,0,34,0,1,0,3,0,5,0,57,157,109,7
Clay-DELTA COMM CTR,11,2,4,226,13,0,0,3,0,20,0,27,1,0,1,4,0,22,0,73,243,148,16
Clay-HIGHLAND COPPERMINE,7,1,3,188,2,0,0,0,2,12,0,28,1,0,0,5,0,6,0,86,199,140,2
Clay-HIPINE FIRE DEPT,5,0,1,91,0,0,0,0,0,10,0,11,0,0,1,1,0,16,0,36,97,75,0
Clay-HOLLINS COMM CTR,26,0,3,256,12,0,0,5,1,16,0,34,0,0,0,1,1,13,0,104,285,170,17
Clay-IDAHO FIRE DEPT,15,0,6,221,4,0,0,6,6,11,0,46,0,0,1,4,0,20,1,71,242,160,10
Clay-MELLOW VLY HIGH,20,1,5,324,6,0,0,1,1,36,0,46,1,0,6,4,1,45,1,112,350,253,7
Clay-MILLERVILLE FIRE,80,1,5,270,69,0,1,9,1,29,0,45,0,0,2,6,1,16,0,97,356,197,79
Clay-OLD LINEVILLE ELEM,452,2,18,726,341,1,4,40,5,98,1,129,2,1,3,15,3,103,1,277,1198,638,386
Clay-PROVISIONAL,3,0,1,15,7,0,0,0,0,4,0,10,0,0,0,0,0,1,0,3,19,18,7
Clay-SHINBONE VFD,27,0,3,170,4,0,0,6,4,11,0,27,0,0,0,5,0,17,0,79,200,143,10
Clay-TRICOMMUNITY FIRE,71,0,0,236,55,0,0,3,1,29,0,36,0,0,0,5,0,11,0,74,307,156,58
Cleburne-ABEL VOTING HS,6,0,1,162,1,0,0,0,3,8,0,22,0,0,3,5,0,13,0,68,169,122,1
Cleburne-ABSENTEE,35,1,1,224,3,0,0,2,1,6,1,28,0,0,0,5,1,16,0,38,261,96,5
Cleburne-BORDEN SPRINGS VOL FIRE,21,1,1,106,5,0,0,2,2,7,0,17,0,0,0,1,0,7,0,47,129,81,7
Cleburne-CH MASONIC,119,4,8,625,58,0,0,8,10,39,0,99,0,0,1,4,1,54,0,245,756,453,66
Cleburne-EDWARDSVILLE COMM CTR,15,1,3,300,4,0,0,6,2,22,0,52,1,1,5,4,1,24,0,127,319,239,10
Cleburne-FRUITHURST CITY HALL,34,1,5,265,5,0,0,1,4,18,0,35,0,0,3,3,2,19,1,123,305,208,6
Cleburne-GREENS CHAPEL UMC,18,1,6,166,7,0,0,2,3,9,0,20,0,0,0,9,0,24,0,65,191,130,9
Cleburne-HEFLIN REC CTR,241,6,18,1236,90,1,0,22,13,122,0,161,2,0,2,33,5,173,3,467,1501,981,113
Cleburne-HOPEWELL SCH,27,2,5,434,1,0,0,3,4,30,0,89,0,1,3,4,2,29,1,157,468,320,4
Cleburne-MICAVILLE VFD,10,0,4,290,4,0,0,1,1,29,0,37,0,0,1,2,1,24,1,89,304,185,5
Cleburne-MUSCADINE VFD,15,0,3,156,1,0,0,1,0,1,1,39,0,0,0,1,0,7,0,71,174,120,2
Cleburne-OAK LEVEL PINEYWDS,27,1,9,291,4,0,0,2,9,18,2,46,2,0,1,10,1,28,0,138,328,255,6
Cleburne-PLAINVIEW COMM CTR,12,0,5,151,4,0,0,1,2,11,1,26,0,0,0,2,0,22,0,51,168,115,5
Cleburne-PROVISIONAL,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
Cleburne-RANBURNE VFD,61,0,12,1025,19,1,0,8,8,92,1,194,0,1,4,14,1,121,1,327,1098,764,28
Cleburne-TURKEY HEAVEN VFD,43,2,9,307,15,0,0,13,6,25,0,63,0,0,2,9,0,37,0,107,361,249,28
Coffee-ABSENTEE,202,1,23,651,14,0,0,6,1,10,1,37,0,0,0,12,1,31,0,52,877,145,20
Coffee-BASIN,30,1,2,273,21,0,0,9,1,18,0,42,0,0,1,5,1,21,0,65,306,154,30
Coffee-BLUFF SPRINGS,9,0,1,77,2,0,0,0,2,6,0,9,0,0,0,2,0,5,0,31,87,55,2
Coffee-CHESTNUT GROVE VOTING,3,2,1,126,2,0,0,0,0,8,0,30,0,0,0,0,0,6,0,37,132,81,2
Coffee-COOL SPRINGS,75,5,12,604,24,0,1,12,5,69,0,92,0,0,0,10,2,65,1,172,696,416,37
Coffee-DAMASCUS SR CTR,32,0,6,426,9,0,0,6,0,36,1,87,0,0,2,3,0,31,0,88,464,248,15
Coffee-EANON,15,0,3,362,7,0,0,0,0,26,0,50,0,0,3,8,2,45,0,114,380,248,7
Coffee-ELBA NATIONAL GUARD,102,1,3,261,51,0,0,7,2,19,1,41,0,0,1,9,2,13,0,93,367,181,58
Coffee-ELBA REC CTR,169,4,13,699,76,0,0,12,6,87,0,94,0,0,2,19,1,85,1,194,885,489,88
Coffee-ENTERPRISE REC CTR,467,17,77,2258,136,1,2,50,13,272,3,397,4,0,4,87,5,266,1,658,2819,1710,189
Coffee-ENTERPRISE STN COMM COLLEGE,357,8,30,856,108,0,0,38,0,50,0,125,0,0,2,19,0,98,1,205,1251,500,146
Coffee-FARM CTR COMM ROOM,87,2,8,570,32,0,0,13,5,43,1,101,1,0,2,5,0,46,0,146,667,350,45
Coffee-FRISCO,88,2,0,313,58,0,0,6,1,25,0,27,0,0,1,0,0,15,0,124,403,193,64
Coffee-GOODMAN,37,1,1,384,10,0,1,6,2,33,0,45,0,2,1,7,0,37,1,106,423,234,17
Coffee-HERITAGE UMC,515,19,54,1165,154,0,0,51,8,83,1,151,2,0,4,20,1,95,0,293,1753,658,205
Coffee-HOLLEYS STORE,3,0,1,88,1,0,0,1,1,2,0,16,0,0,0,2,0,4,0,35,92,60,2
Coffee-INO SR CTR,8,0,3,169,3,0,0,1,1,8,0,43,0,0,0,1,0,19,1,36,180,109,4
Coffee-JOHNS CHAPEL AME,828,10,22,632,344,1,0,40,2,42,0,74,0,0,0,21,3,66,1,174,1492,383,385
Coffee-KINSTON CITY HALL,18,0,5,389,3,0,1,1,0,14,2,57,0,0,0,6,1,19,0,118,412,217,5
Coffee-LEE COMM,12,0,0,104,8,0,0,4,0,3,0,28,0,0,0,1,0,8,0,29,116,69,12
Coffee-MT PLEASANT SR CTR,57,3,18,985,21,0,0,14,4,86,1,160,0,0,2,11,3,95,0,299,1063,661,35
Coffee-NEW BROCKTON SR CTR,142,1,3,178,74,0,0,9,1,13,0,30,0,0,0,2,0,19,0,34,324,99,83
Coffee-NEWBIA,12,0,3,88,1,0,0,5,2,9,0,9,0,0,0,2,0,5,0,22,103,49,6
Coffee-PINE LEVEL SR CTR,12,0,0,196,5,0,0,3,0,5,0,31,0,0,0,7,0,16,0,67,208,126,8
Coffee-PLEASANT RIDGE,71,1,10,532,21,0,0,4,2,33,0,90,0,0,1,9,0,42,0,149,614,326,25
Coffee-PROVISONAL,27,2,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0
Coffee-VICTORIA BAP,16,1,4,235,5,0,0,6,0,20,0,33,0,1,2,7,1,16,1,99,256,180,11
Coffee-WISE MILL CH,20,0,5,265,2,0,2,7,1,29,0,47,1,0,0,4,0,19,0,78,290,179,11
Coffee-YMCA,542,21,74,2501,170,0,0,60,6,280,1,420,3,0,5,90,5,402,1,670,3138,1883,230
Coffee-ZION CHAPEL SR CTR,25,0,5,372,10,0,0,7,1,34,0,47,0,1,5,7,0,16,0,100,402,211,17
Coffee-ZION CHRISTIAN COMM,240,2,5,66,121,0,0,11,0,5,1,8,0,0,2,1,1,3,0,16,313,37,132
Colbert-ABSENTEE,285,2,15,620,57,2,1,20,3,7,0,17,0,0,0,6,1,21,0,63,922,118,80
Colbert-ALLSBORO CUMBERLAND PRES,23,2,1,64,14,0,0,16,0,2,0,4,0,0,0,1,0,3,0,8,90,18,30
Colbert-BARTON FIRST BAP,180,0,3,286,117,1,2,23,0,16,0,24,0,0,0,3,0,16,0,82,469,141,143
Colbert-CAVE SPRINGS MIS BAP,141,0,1,28,102,0,1,8,0,0,0,3,0,0,0,0,0,1,0,4,170,8,111
Colbert-CHEROKEE LIONS DEN,244,3,29,573,140,2,3,65,2,10,0,31,0,0,1,2,1,25,0,110,849,182,210
Colbert-COARMM,102,2,6,116,48,1,1,15,1,8,0,11,0,0,0,1,0,7,0,23,226,51,65
Colbert-COLBERT HEIGHTS BAP,146,3,27,876,102,3,6,62,0,33,0,68,0,0,0,10,0,62,0,161,1052,334,173
Colbert-COUNTY HIGHWAY DEPT,132,4,9,713,52,2,1,44,0,50,0,66,0,0,1,10,0,62,0,179,858,368,99
Colbert-EAST COLBERT SR CTR,266,3,32,968,154,1,2,74,0,31,0,87,0,0,0,23,1,92,0,242,1269,476,231
Colbert-FIRST SOUTHERN BAP CH,121,2,19,749,59,1,2,42,0,48,0,95,0,0,0,17,0,102,0,162,891,424,104
Colbert-GATMAN PK & REC CTR,287,3,22,786,137,2,0,52,1,59,0,82,0,0,1,15,0,102,0,195,1098,455,191
Colbert-GRACE LIFE CH,468,8,31,989,242,2,3,92,0,54,0,132,0,0,1,16,1,107,0,252,1496,563,339
Colbert-HATTON BAP CH,357,2,16,414,239,1,1,47,0,15,0,32,0,0,1,2,0,25,0,95,789,170,288
Colbert-HOPE HAVEN SCH,165,2,17,749,92,1,4,71,1,50,0,65,1,0,0,11,0,74,0,170,933,372,168
Colbert-LA GRANGE FIRE DEPT,68,2,7,357,46,1,1,16,1,24,0,36,0,1,0,2,0,20,0,83,434,167,64
Colbert-LEIGHTON CITY HALL,199,0,2,87,107,0,0,12,0,5,0,10,0,0,0,1,0,6,0,17,288,39,119
Colbert-LEIGHTON CIVIC CTR,220,2,10,377,158,3,1,34,0,15,0,31,0,0,1,2,0,23,0,82,609,154,196
Colbert-LITTLEVILLE CITY HALL,101,3,19,632,49,2,2,35,0,20,1,71,0,0,0,7,0,46,0,158,755,303,88
Colbert-MARGERUM COMM CH,52,1,4,220,30,0,1,19,0,4,0,26,0,0,0,6,0,8,0,54,277,98,50
Colbert-MUSCLE SHOALS CITY HALL,351,4,35,922,146,1,3,51,0,66,0,100,0,0,3,11,3,124,0,195,1312,502,201
Colbert-MYNOT BAP CH,4,1,2,65,4,0,2,1,1,3,0,16,1,0,0,0,0,4,0,8,72,33,7
Colbert-NEW BETHEL FIRE DEPT,90,0,11,490,45,2,3,38,1,15,0,44,0,0,0,3,0,31,0,108,591,202,88
Colbert-PLUMBER STEAMFITTER UNION,226,1,11,381,136,0,1,23,0,21,1,52,0,0,0,5,2,32,0,96,619,209,160
Colbert-PRIDE MISSIONARY BAP,120,7,10,455,64,1,0,37,0,10,0,35,0,0,0,4,1,25,1,135,592,211,102
Colbert-PROVISIONAL,16,1,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
Colbert-SHEFFIELD BOARD ED BLDG,132,5,15,273,58,0,1,32,1,13,0,27,0,0,0,11,1,36,0,90,425,179,91
Colbert-SHEFFIELD FIRE STN 2ND ST,341,4,17,310,179,1,1,32,0,22,0,19,0,0,3,3,0,17,0,83,672,147,213
Colbert-SHEFFIELD MICH CTR,500,2,6,69,292,0,2,17,1,5,0,5,0,0,0,0,0,6,0,9,577,26,311
Colbert-SHEFFIELD REC CTR,221,8,27,580,87,0,1,66,1,32,0,60,0,1,1,13,1,49,1,147,836,306,154
Colbert-SPRING VLY CH GOD,67,1,6,351,37,0,1,19,0,13,0,19,0,0,0,1,0,16,0,102,425,151,57
Colbert-SRYGLEY CH CHRIST,24,0,2,117,14,0,1,7,0,5,0,8,0,0,1,1,0,8,0,34,143,57,22
Colbert-TREE HS SCH,195,4,17,561,83,2,4,58,0,49,0,70,2,0,0,24,2,56,0,130,777,333,147
Colbert-TUSCUMBIA CALVARY BAP,135,4,14,295,71,0,0,26,0,19,0,17,0,0,0,4,1,24,0,76,448,141,97
Colbert-TUSCUMBIA MULTIPURPOSE,340,9,21,596,161,1,1,72,0,44,0,58,0,0,0,16,3,69,0,151,966,341,235
Colbert-WESTSIDE BAP,120,3,4,399,57,1,1,16,0,29,0,42,0,0,2,5,0,34,1,91,526,204,75
Colbert-WOODWARD AVE BAP CH,321,5,20,808,149,0,2,51,0,53,1,102,0,0,1,10,1,77,0,167,1154,412,202
Conecuh-2ND MOUNT ZION CH,64,0,1,25,53,1,2,9,0,1,0,3,0,0,0,0,0,0,0,7,90,11,65
Conecuh-ABSENTEE,211,2,1,107,92,0,1,13,0,1,0,0,0,0,0,0,0,4,0,7,321,12,106
Conecuh-ANNEX VOTING HS,80,0,0,39,61,1,0,8,0,2,0,2,0,0,0,0,0,0,0,5,119,9,70
Conecuh-ANTIOCH FIRE DEPT,23,0,6,213,19,1,0,33,1,3,0,20,0,0,1,0,0,5,0,47,242,77,53
Conecuh-BELLEVILLE FIRE DEPT,348,0,0,105,223,1,1,17,1,8,0,9,0,0,0,0,0,7,0,34,453,59,242
Conecuh-BERMUDA COMMUNTIY CTR,43,0,2,145,24,1,1,27,0,2,0,5,0,0,0,2,0,4,0,33,190,46,53
Conecuh-BROOKLYN MASONIC LODGE,20,0,2,50,16,0,0,5,0,2,0,2,0,0,0,0,0,2,0,17,72,23,21
Conecuh-BROWNVILLE FIRE DEPT,82,1,0,133,58,0,1,25,0,5,0,6,0,0,0,0,0,2,0,32,216,45,84
Conecuh-CARVER REC,537,2,2,115,341,0,2,35,1,2,0,9,0,0,0,1,0,4,0,24,656,41,378
Conecuh-CASTLEBERRY FIRE DEPT,142,0,0,55,108,1,0,11,0,3,0,3,0,0,1,0,0,0,0,5,197,12,120
Conecuh-DAVID BURT BLDG,189,1,5,468,103,4,1,95,0,10,0,19,0,0,0,6,0,26,0,61,663,122,203
Conecuh-FLAT ROCK FIRE DEPT,10,0,5,75,9,0,0,19,0,4,0,5,0,0,0,0,0,0,0,7,90,16,28
Conecuh-HEALTH DEPT,211,1,0,73,139,0,0,12,0,8,0,4,0,0,0,1,0,3,0,24,285,40,151
Conecuh-HERBERT FIRE DEPT,27,0,3,87,20,2,0,11,0,3,0,2,0,0,1,0,1,6,0,16,117,29,33
Conecuh-JOHNSVILLE FIRE DEPT,108,1,0,8,70,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,117,2,74
Conecuh-LENOX COMM HS,9,0,0,172,8,0,0,13,0,7,0,21,0,0,0,1,0,13,0,57,181,99,21
Conecuh-LITTLE ZION CH,73,0,1,57,61,1,2,20,0,0,0,1,0,0,0,0,0,1,0,8,131,10,84
Conecuh-LYEFFION FIRE DEPT,56,0,1,201,41,1,5,35,0,3,0,6,0,0,0,1,0,3,0,43,258,56,82
Conecuh-NAZARENE BAP CH,152,0,1,71,108,0,0,10,0,8,0,5,1,0,1,1,0,3,0,30,224,49,118
Conecuh-OLD CASTLEBERRY NUTRITION,44,1,3,293,21,0,2,19,2,20,0,19,0,0,2,0,2,13,0,72,341,130,42
Conecuh-OLD FIELD CH,156,0,1,79,110,2,0,7,1,6,0,8,0,0,0,0,0,3,0,21,236,39,119
Conecuh-PAUL FIRE DEPT,49,0,4,67,42,0,0,9,0,4,0,8,0,0,0,1,0,1,0,18,120,32,51
Conecuh-PROVISIONAL,6,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,3
Conecuh-RANGE FIRE DEPT,9,0,0,127,2,1,0,1,1,7,0,6,0,0,0,0,0,6,0,57,136,77,4
Conecuh-REPTON TOWN HALL,163,1,6,209,104,0,1,28,0,17,0,12,0,0,0,3,0,16,0,47,379,95,133
Conecuh-ROBINSONS MILL VOTING HS,104,0,4,71,78,2,0,12,0,3,0,5,0,1,0,0,0,1,0,12,179,22,92
Conecuh-SANDCUTT FIRE DEPT,13,0,3,231,8,0,0,26,1,7,0,15,0,0,0,0,0,12,1,66,247,102,34
Conecuh-SKINNERTON FIRE DEPT,16,0,0,44,16,0,1,17,0,0,0,4,0,0,0,0,0,0,0,0,60,4,34
Conecuh-WOOTEN VOTING HS,135,0,0,95,96,2,0,24,0,1,0,9,0,0,0,0,0,6,0,16,230,32,122
Coosa-ABSENTEE,44,1,4,121,5,0,0,0,1,1,0,13,0,0,0,0,0,6,0,13,170,34,5
Coosa-COTTAGE GROVE DAYCARE BX9,209,0,1,21,143,0,0,11,0,0,0,3,0,0,0,0,0,0,0,7,231,10,154
Coosa-CRTHOUSE BX 10,142,1,8,411,75,0,1,14,0,33,0,69,0,0,2,2,0,27,1,146,562,280,90
