precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_RUBIO,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
2PITTSBURGH1115,44,0,28,0,0,0,0,0,1,0,151,2,0,2,72,1,151,2
2PITTSBURGH1116,89,1,88,0,1,1,8,0,3,1,320,7,5,33,178,13,320,33
2PITTSBURGH1117,117,0,103,0,0,3,5,0,3,0,406,4,1,20,220,11,406,20
2PITTSBURGH1118,111,0,78,0,0,4,5,0,2,2,304,6,7,14,189,11,304,14
2PITTSBURGH112,102,0,79,0,0,1,1,0,3,0,360,9,10,12,181,5,360,12
2PITTSBURGH113,114,0,44,0,0,1,1,0,0,0,293,2,1,7,158,2,293,7
2PITTSBURGH114,95,0,70,0,0,2,5,0,0,0,325,5,2,3,165,7,325,3
2PITTSBURGH115,84,0,112,0,0,1,6,0,2,0,341,8,5,16,196,9,341,16
2PITTSBURGH116,133,2,166,1,2,5,7,0,10,1,514,9,12,45,301,25,514,45
2PITTSBURGH117,136,0,145,0,1,8,14,1,10,0,390,10,10,73,281,34,390,73
2PITTSBURGH118,113,0,110,0,0,8,12,0,12,0,338,5,10,53,223,32,338,53
2PITTSBURGH119,150,0,160,0,0,7,7,1,9,0,434,9,8,48,310,24,434,48
2PITTSBURGH12,81,0,65,0,1,1,5,0,10,1,263,11,6,40,146,17,263,40
2PITTSBURGH121,163,1,36,0,0,0,1,1,0,0,119,1,3,13,200,2,119,13
2PITTSBURGH1211,110,0,52,0,0,1,0,0,1,0,310,1,1,5,162,2,310,5
2PITTSBURGH1212,135,1,61,0,0,1,0,0,5,0,328,3,0,14,197,6,328,14
2PITTSBURGH1213,108,0,40,0,0,0,0,0,0,0,262,0,1,2,148,0,262,2
2PITTSBURGH1214,86,0,22,0,0,0,0,0,0,1,209,2,1,3,108,0,209,3
2PITTSBURGH1215,155,1,53,0,0,0,1,0,1,0,398,1,1,6,209,2,398,6
2PITTSBURGH1216,116,0,30,0,0,0,0,1,2,1,240,2,0,8,146,3,240,8
2PITTSBURGH122,97,0,25,0,0,0,0,0,0,0,220,1,1,3,122,0,220,3
2PITTSBURGH123,29,0,10,0,0,1,0,0,0,0,71,1,0,4,39,1,71,4
2PITTSBURGH124,92,1,30,0,0,0,0,0,1,0,217,0,1,3,123,1,217,3
2PITTSBURGH125,40,0,7,0,0,0,0,0,0,0,94,0,1,2,47,0,94,2
2PITTSBURGH126,53,0,20,0,0,0,0,0,0,0,146,1,1,3,73,0,146,3
2PITTSBURGH127,74,0,17,0,0,0,0,0,0,1,171,0,0,3,91,0,171,3
2PITTSBURGH128,53,0,20,0,0,0,0,0,0,0,140,0,1,3,73,0,140,3
2PITTSBURGH129,81,0,22,0,0,0,0,0,0,0,182,1,1,4,103,0,182,4
2PITTSBURGH131,132,0,47,0,0,0,1,0,0,0,212,3,0,0,179,1,212,0
2PITTSBURGH1311,57,0,25,0,0,0,0,0,1,0,224,0,2,4,82,1,224,4
2PITTSBURGH1312,95,0,28,0,0,0,2,0,1,0,282,3,1,8,123,3,282,8
2PITTSBURGH1313,49,0,32,0,0,0,0,0,0,0,187,1,2,1,81,0,187,1
2PITTSBURGH1314,57,0,15,0,0,1,0,0,1,1,138,1,1,7,72,2,138,7
2PITTSBURGH1315,74,0,48,0,0,0,2,0,0,1,209,1,3,3,122,2,209,3
2PITTSBURGH1316,90,0,28,0,0,0,0,0,3,0,197,1,2,8,118,3,197,8
2PITTSBURGH1317,140,0,59,0,0,0,1,0,0,1,485,0,2,10,199,1,485,10
2PITTSBURGH1318,29,0,15,0,1,0,0,0,1,1,118,0,0,2,44,2,118,2
2PITTSBURGH1319,161,0,64,0,0,0,1,0,0,1,341,1,2,9,225,1,341,9
2PITTSBURGH132,110,1,27,0,0,1,1,1,0,0,251,1,0,8,138,3,251,8
2PITTSBURGH133,74,0,32,0,0,1,1,0,1,1,219,2,0,4,106,3,219,4
2PITTSBURGH134,69,0,23,0,0,0,0,0,1,0,171,1,0,1,92,1,171,1
2PITTSBURGH135,81,0,17,0,0,0,0,0,0,0,196,1,1,2,98,0,196,2
2PITTSBURGH136,99,1,24,0,0,0,0,0,0,1,213,0,0,2,124,0,213,2
2PITTSBURGH137,77,0,35,0,0,2,0,0,0,0,220,2,0,8,112,2,220,8
2PITTSBURGH138,71,1,10,0,1,0,0,0,1,1,152,0,1,5,82,2,152,5
2PITTSBURGH139,68,0,21,1,0,0,0,0,0,0,184,0,3,4,89,1,184,4
2PITTSBURGH141,252,1,189,0,0,11,44,0,17,0,339,3,9,46,442,72,339,46
2PITTSBURGH1411,192,2,157,1,0,10,25,0,24,0,504,3,10,91,351,60,504,91
2PITTSBURGH1412,133,2,145,0,0,7,13,0,2,1,468,4,10,34,280,22,468,34
2PITTSBURGH1413,220,0,139,0,0,1,15,0,11,0,526,4,8,32,359,27,526,32
2PITTSBURGH1414,199,0,159,0,0,13,25,0,13,5,526,11,14,64,358,51,526,64
2PITTSBURGH1415,134,0,201,0,0,5,12,0,12,0,479,7,15,41,335,29,479,41
2PITTSBURGH1416,141,1,78,0,2,11,21,0,16,1,307,3,5,63,220,50,307,63
2PITTSBURGH1417,119,0,101,0,0,8,12,0,7,0,324,5,5,50,220,27,324,50
2PITTSBURGH1418,167,0,188,0,0,10,18,0,13,0,474,13,16,64,355,41,474,64
2PITTSBURGH1419,159,1,144,1,0,7,11,0,8,0,416,11,5,61,304,27,416,61
2PITTSBURGH142,248,2,200,0,0,13,41,2,21,1,513,6,11,59,450,77,513,59
2PITTSBURGH1421,176,0,69,0,1,6,14,1,7,1,354,4,6,59,245,29,354,59
2PITTSBURGH1422,167,0,139,0,0,9,18,0,7,0,463,6,7,49,306,34,463,49
2PITTSBURGH1423,180,1,111,1,0,10,14,0,9,0,426,6,5,75,292,34,426,75
2PITTSBURGH1424,136,0,89,0,0,12,15,0,4,0,334,3,9,45,225,31,334,45
2PITTSBURGH1425,248,0,136,0,0,9,34,1,39,1,556,8,10,131,384,83,556,131
2PITTSBURGH1426,159,0,101,1,0,20,8,0,11,1,371,2,12,80,260,40,371,80
2PITTSBURGH1427,97,2,152,0,0,8,16,0,34,2,297,3,13,119,251,58,297,119
2PITTSBURGH1428,100,3,106,0,0,14,22,0,28,1,251,6,9,145,209,64,251,145
2PITTSBURGH1429,148,0,121,0,2,7,16,0,22,2,481,5,10,80,269,47,481,80
2PITTSBURGH143,356,4,252,0,1,13,43,0,22,0,525,0,12,65,612,79,525,65
2PITTSBURGH1431,268,2,158,0,0,15,36,0,19,1,651,7,16,150,428,70,651,150
2PITTSBURGH1432,106,1,124,0,0,7,9,0,16,1,384,8,10,70,231,32,384,70
2PITTSBURGH1433,112,1,124,0,0,18,17,0,17,2,380,5,12,115,237,52,380,115
2PITTSBURGH1434,110,2,142,2,0,26,18,2,6,2,377,4,12,126,254,54,377,126
2PITTSBURGH1435,139,0,90,0,0,10,10,1,8,2,330,1,4,63,229,29,330,63
2PITTSBURGH1436,135,0,139,0,0,10,20,0,12,0,457,10,17,74,274,42,457,74
2PITTSBURGH1437,89,0,95,0,0,26,12,1,11,1,310,2,6,97,184,50,310,97
2PITTSBURGH1438,137,0,71,0,0,9,14,0,10,0,319,3,9,47,208,33,319,47
2PITTSBURGH1439,120,0,80,0,0,17,11,0,10,0,314,4,5,72,200,38,314,72
2PITTSBURGH144,289,1,226,1,0,15,36,0,22,0,489,4,9,52,516,74,489,52
2PITTSBURGH1441,13,0,15,0,0,0,1,1,3,0,33,2,3,11,28,5,33,11
2PITTSBURGH145,230,0,101,0,0,7,15,0,17,0,497,3,3,78,331,39,497,78
2PITTSBURGH146,87,0,78,0,0,2,20,1,21,1,326,1,6,68,165,44,326,68
2PITTSBURGH147,152,0,271,1,0,12,23,1,15,1,1358,11,31,129,423,52,1358,129
2PITTSBURGH148,158,1,98,0,0,8,17,1,10,1,415,1,7,71,257,36,415,71
2PITTSBURGH149,236,0,142,0,0,15,22,2,12,2,513,9,11,92,378,51,513,92
2PITTSBURGH151,212,1,178,0,0,13,20,0,27,3,306,3,2,78,391,60,306,78
2PITTSBURGH1511,82,2,101,0,1,13,7,0,25,1,236,5,13,149,185,46,236,149
2PITTSBURGH1512,79,1,79,0,0,4,7,0,7,0,230,5,11,91,159,18,230,91
2PITTSBURGH1513,83,0,44,0,0,1,1,1,7,0,244,1,2,22,127,10,244,22
2PITTSBURGH1514,55,0,29,0,0,0,0,0,8,2,154,2,2,28,84,8,154,28
2PITTSBURGH1515,35,0,26,0,0,2,2,0,8,0,159,3,4,44,61,12,159,44
2PITTSBURGH1516,106,0,77,0,0,0,4,0,12,1,327,2,3,51,183,16,327,51
2PITTSBURGH1517,8,0,2,0,0,0,0,0,0,0,20,0,0,2,10,0,20,2
2PITTSBURGH1518,97,1,70,1,0,1,2,0,11,1,279,6,7,61,168,15,279,61
2PITTSBURGH1519,106,1,39,0,0,2,1,0,1,1,251,1,2,19,146,4,251,19
2PITTSBURGH152,112,2,172,0,0,7,15,0,12,0,384,10,12,117,286,34,384,117
2PITTSBURGH153,102,2,105,1,0,9,2,0,14,1,299,7,8,102,209,26,299,102
2PITTSBURGH154,91,1,131,0,0,8,12,1,20,4,337,5,17,101,223,41,337,101
2PITTSBURGH155,97,3,102,1,0,7,8,0,14,0,267,3,19,81,202,30,267,81
2PITTSBURGH156,112,6,105,1,0,6,10,0,20,1,282,3,9,97,223,37,282,97
2PITTSBURGH157,126,1,133,0,0,9,7,0,28,1,343,6,14,145,260,44,343,145
2PITTSBURGH158,90,0,127,0,1,6,18,0,12,0,319,6,14,97,217,37,319,97
2PITTSBURGH159,23,0,53,0,0,4,2,0,3,0,79,9,3,23,76,9,79,23
2PITTSBURGH161,132,0,155,0,0,9,15,0,37,1,316,4,11,128,287,61,316,128
2PITTSBURGH1611,63,1,58,0,0,0,6,2,10,1,175,3,3,73,122,18,175,73
2PITTSBURGH162,101,1,110,0,0,7,23,0,27,1,500,1,31,140,212,57,500,140
2PITTSBURGH163,82,3,94,1,1,10,20,0,29,0,335,5,20,161,179,61,335,161
2PITTSBURGH164,45,0,58,0,0,3,4,0,11,0,193,2,14,50,103,18,193,50
2PITTSBURGH165,57,0,97,0,0,2,9,0,20,1,249,3,18,101,154,31,249,101
2PITTSBURGH166,59,0,80,2,0,2,5,0,24,0,202,9,15,122,139,33,202,122
2PITTSBURGH167,51,3,69,0,0,2,0,0,8,0,161,6,7,72,123,10,161,72
2PITTSBURGH168,17,0,11,0,0,0,0,0,0,0,103,2,0,3,28,0,103,3
2PITTSBURGH169,87,0,53,0,0,4,1,0,14,0,229,4,5,80,140,19,229,80
2PITTSBURGH171,10,0,18,0,0,1,2,0,6,1,41,4,3,32,28,9,41,32
2PITTSBURGH172,76,1,91,0,0,11,24,0,29,0,331,7,17,159,168,64,331,159
2PITTSBURGH173,79,0,86,0,0,2,17,1,20,0,276,4,17,108,165,40,276,108
2PITTSBURGH174,98,1,92,0,1,5,36,0,20,0,343,11,14,149,191,62,343,149
2PITTSBURGH175,67,1,92,0,0,4,14,0,17,2,256,6,12,100,160,35,256,100
2PITTSBURGH176,34,0,72,0,0,7,5,0,11,0,182,3,13,85,106,23,182,85
2PITTSBURGH177,48,0,62,0,0,0,8,0,14,2,175,2,7,67,110,22,175,67
2PITTSBURGH178,47,0,69,0,0,0,13,0,9,0,190,5,5,62,116,22,190,62
2PITTSBURGH181,106,4,92,1,0,8,6,1,46,1,221,5,12,192,202,62,221,192
2PITTSBURGH1811,70,0,71,0,1,4,3,0,12,2,265,5,16,61,141,20,265,61
2PITTSBURGH182,123,0,36,0,0,1,1,0,0,0,274,3,3,6,159,2,274,6
2PITTSBURGH183,85,0,51,0,1,1,0,0,0,0,243,2,1,2,136,2,243,2
2PITTSBURGH184,86,0,45,0,0,0,0,0,1,0,248,1,0,22,131,1,248,22
2PITTSBURGH185,128,1,125,0,0,18,24,1,33,1,410,8,29,187,254,76,410,187
2PITTSBURGH186,47,0,43,0,1,2,3,0,5,0,182,5,1,21,90,11,182,21
2PITTSBURGH187,44,1,75,0,1,0,5,1,13,1,187,3,12,75,120,20,187,75
2PITTSBURGH188,30,0,36,0,0,2,0,0,1,0,125,1,1,15,66,3,125,15
2PITTSBURGH189,90,1,78,0,1,6,4,0,10,1,279,5,9,79,169,21,279,79
2PITTSBURGH191,166,2,166,0,0,11,25,1,57,2,218,3,15,155,334,94,218,155
2PITTSBURGH1911,51,1,50,0,0,4,2,0,19,0,183,2,7,87,102,25,183,87
2PITTSBURGH1912,106,3,83,0,0,9,6,1,18,0,178,4,6,133,192,34,178,133
2PITTSBURGH1913,45,1,76,0,0,3,12,0,14,0,196,6,8,79,122,29,196,79
2PITTSBURGH1914,55,2,78,0,1,5,9,0,13,3,225,3,19,102,135,28,225,102
2PITTSBURGH1915,86,2,76,0,1,11,6,2,28,1,297,8,11,116,164,48,297,116
2PITTSBURGH1916,79,0,98,0,1,4,5,1,18,1,270,6,15,99,177,29,270,99
2PITTSBURGH1917,82,0,91,0,3,5,13,1,31,4,260,10,5,114,173,53,260,114
2PITTSBURGH1918,56,1,82,0,0,4,4,0,9,0,234,11,10,63,139,17,234,63
2PITTSBURGH1919,65,0,77,0,1,6,3,1,19,2,217,3,14,113,142,30,217,113
2PITTSBURGH192,178,1,159,1,2,23,14,0,65,3,249,3,17,167,338,105,249,167
2PITTSBURGH1921,74,0,111,0,1,12,6,1,15,4,264,10,12,122,185,35,264,122
2PITTSBURGH1922,80,0,82,0,1,7,10,0,24,2,264,10,10,117,162,42,264,117
2PITTSBURGH1923,76,1,71,0,0,10,8,0,26,1,234,9,2,162,148,44,234,162
2PITTSBURGH1924,61,1,78,0,0,3,7,0,25,1,217,7,14,120,140,35,217,120
2PITTSBURGH1925,79,5,95,0,0,9,10,1,15,0,226,8,16,136,179,35,226,136
2PITTSBURGH1926,62,1,86,0,0,12,7,1,17,1,205,6,8,112,149,37,205,112
2PITTSBURGH1927,65,1,69,0,0,11,16,4,13,1,179,3,10,116,135,44,179,116
2PITTSBURGH1928,152,3,100,0,0,13,34,1,32,1,338,6,14,159,255,80,338,159
2PITTSBURGH1929,62,0,88,0,1,9,9,0,29,4,198,3,8,144,150,48,198,144
2PITTSBURGH193,144,2,165,1,3,14,36,1,54,1,231,7,12,145,311,109,231,145
2PITTSBURGH1931,69,4,82,0,0,4,10,1,41,1,183,1,7,169,155,56,183,169
2PITTSBURGH1932,74,1,82,0,0,12,6,0,23,0,227,5,10,126,157,41,227,126
2PITTSBURGH1933,67,1,60,0,0,8,8,0,20,1,174,4,5,146,128,36,174,146
2PITTSBURGH1934,78,0,70,0,0,6,7,1,29,1,210,5,11,145,148,43,210,145
2PITTSBURGH1935,66,2,83,0,1,13,5,0,26,3,204,6,5,137,151,45,204,137
2PITTSBURGH1936,119,2,94,1,0,13,12,1,36,1,259,7,13,198,215,63,259,198
2PITTSBURGH1937,73,1,61,0,0,7,7,0,28,1,179,5,11,131,135,42,179,131
2PITTSBURGH1938,50,3,78,0,0,8,9,1,19,0,187,7,18,131,131,37,187,131
2PITTSBURGH194,71,0,37,1,0,3,15,0,17,0,192,0,5,86,108,36,192,86
2PITTSBURGH195,50,0,57,0,0,3,11,1,29,0,183,2,11,105,107,44,183,105
2PITTSBURGH196,71,0,73,0,1,6,9,0,29,2,210,1,14,123,144,45,210,123
2PITTSBURGH197,23,0,29,0,0,6,3,1,13,0,88,4,8,56,52,23,88,56
2PITTSBURGH198,51,0,70,0,0,6,15,0,31,0,210,8,15,132,121,52,210,132
2PITTSBURGH199,55,1,94,0,1,1,16,0,16,1,226,7,10,102,150,34,226,102
2PITTSBURGH201,162,1,107,0,0,25,27,1,45,1,230,1,15,198,270,98,230,198
2PITTSBURGH2011,92,1,67,0,0,5,6,1,15,0,363,1,6,76,160,27,363,76
2PITTSBURGH2012,147,5,95,0,0,12,7,0,22,0,436,5,10,157,247,41,436,157
2PITTSBURGH2013,107,1,33,0,0,2,3,0,12,0,273,3,3,36,141,17,273,36
2PITTSBURGH2014,138,3,107,0,0,10,14,1,33,3,374,4,9,165,248,58,374,165
2PITTSBURGH2015,87,1,96,0,1,12,22,0,20,2,319,10,18,185,184,55,319,185
2PITTSBURGH2016,99,0,89,0,1,16,18,0,40,2,228,4,10,231,188,75,228,231
2PITTSBURGH2017,80,5,64,1,0,9,5,0,26,1,183,1,8,149,149,41,183,149
2PITTSBURGH2018,76,1,76,1,0,11,13,0,36,3,177,2,4,193,153,61,177,193
2PITTSBURGH202,29,0,30,0,1,6,3,0,12,0,82,2,3,57,59,22,82,57
2PITTSBURGH203,108,4,86,0,1,11,13,1,32,1,263,8,11,209,198,58,263,209
2PITTSBURGH204,9,0,7,0,0,0,0,1,1,0,27,1,1,10,16,2,27,10
2PITTSBURGH205,81,5,63,0,0,6,7,0,18,1,237,0,11,106,149,31,237,106
2PITTSBURGH206,65,1,75,0,0,6,8,0,13,3,222,4,10,74,141,27,222,74
2PITTSBURGH207,91,1,58,1,0,4,1,0,18,4,317,3,5,88,150,24,317,88
2PITTSBURGH208,121,0,107,0,0,6,5,0,19,5,348,2,6,119,228,30,348,119
2PITTSBURGH209,25,2,20,0,0,1,2,0,5,0,74,2,2,44,47,8,74,44
2PITTSBURGH21,268,0,144,2,0,21,64,2,63,1,831,8,35,336,412,152,831,336
2PITTSBURGH211,87,1,39,0,1,6,2,0,0,0,258,1,1,21,127,9,258,21
2PITTSBURGH212,107,0,63,0,0,0,4,0,4,1,282,1,3,17,170,8,282,17
2PITTSBURGH213,190,3,70,0,1,2,3,0,2,0,435,4,2,17,263,8,435,17
2PITTSBURGH214,128,1,90,0,0,1,11,0,8,0,354,6,3,33,219,20,354,33
2PITTSBURGH22,81,0,66,0,0,6,20,1,38,1,374,4,19,169,147,65,374,169
2PITTSBURGH221,152,0,99,0,0,4,15,0,14,1,378,3,20,85,251,33,378,85
2PITTSBURGH222,140,0,88,0,0,4,17,1,12,0,391,4,8,64,228,34,391,64
2PITTSBURGH223,114,0,90,0,0,4,2,1,13,0,376,6,2,50,204,20,376,50
2PITTSBURGH224,87,1,75,0,0,6,11,1,12,0,392,5,12,56,163,30,392,56
2PITTSBURGH231,141,2,99,0,0,11,33,0,28,0,478,10,18,152,242,72,478,152
2PITTSBURGH232,104,0,121,0,0,3,7,0,26,2,348,3,19,104,225,36,348,104
2PITTSBURGH233,37,0,44,0,0,3,4,0,6,0,132,10,6,49,81,13,132,49
2PITTSBURGH241,53,2,54,0,1,2,10,0,13,1,156,5,8,87,109,26,156,87
2PITTSBURGH242,48,0,64,0,0,6,5,0,20,0,161,2,8,107,112,31,161,107
2PITTSBURGH243,57,1,61,0,0,2,1,0,12,0,133,4,12,87,119,15,133,87
2PITTSBURGH244,87,1,80,1,0,11,12,0,31,0,260,8,9,128,168,55,260,128
2PITTSBURGH245,52,1,100,0,0,4,4,0,8,0,203,2,5,85,153,16,203,85
2PITTSBURGH246,67,2,102,0,0,13,2,0,28,2,206,2,9,131,171,43,206,131
2PITTSBURGH251,95,0,56,0,0,1,8,0,3,1,278,3,6,24,151,12,278,24
2PITTSBURGH252,78,0,45,0,0,2,2,0,2,0,225,3,2,15,123,6,225,15
2PITTSBURGH253,100,0,75,0,0,5,8,0,5,2,348,6,6,30,175,18,348,30
2PITTSBURGH254,49,0,24,0,0,0,0,0,0,0,179,0,2,7,73,0,179,7
2PITTSBURGH255,59,0,31,0,0,3,7,0,4,0,195,2,0,18,90,14,195,18
2PITTSBURGH256,63,0,28,0,0,1,1,0,2,0,209,0,0,12,91,4,209,12
2PITTSBURGH257,71,1,67,0,0,8,8,0,22,0,198,2,5,84,139,38,198,84
2PITTSBURGH261,222,1,159,0,0,6,9,1,19,0,300,6,1,23,382,35,300,23
2PITTSBURGH2611,117,1,123,0,1,9,3,0,15,1,408,2,9,69,241,28,408,69
2PITTSBURGH2612,70,1,65,0,0,4,3,2,8,4,232,3,9,80,136,17,232,80
2PITTSBURGH2613,73,3,82,0,0,6,6,0,18,0,266,4,5,105,158,30,266,105
2PITTSBURGH2614,107,4,93,0,0,13,13,1,29,3,250,9,9,188,204,56,250,188
2PITTSBURGH2615,73,1,55,0,0,11,5,1,27,2,186,7,12,155,129,44,186,155
2PITTSBURGH2616,102,1,102,0,0,9,7,0,17,0,334,6,11,109,205,33,334,109
2PITTSBURGH2617,31,2,21,0,0,1,7,0,16,2,68,2,3,52,54,24,68,52
2PITTSBURGH262,84,0,31,0,0,3,0,0,0,0,246,1,0,10,115,3,246,10
2PITTSBURGH263,93,1,38,0,0,5,5,0,4,3,249,0,5,28,132,14,249,28
2PITTSBURGH264,74,1,33,0,0,5,2,0,4,0,210,2,3,37,108,11,210,37
2PITTSBURGH265,58,0,34,1,0,0,0,0,0,0,259,1,2,2,92,1,259,2
2PITTSBURGH266,55,0,22,0,0,2,1,0,1,0,228,0,0,7,77,4,228,7
2PITTSBURGH267,68,0,26,0,0,2,0,0,4,0,183,0,4,14,94,6,183,14
2PITTSBURGH268,57,2,57,0,0,1,4,0,6,2,234,0,1,51,116,11,234,51
2PITTSBURGH269,39,1,61,0,0,3,7,0,11,1,162,4,4,91,101,21,162,91
2PITTSBURGH271,228,3,198,0,1,15,28,1,62,3,331,2,11,224,429,107,331,224
2PITTSBURGH2711,81,2,78,0,1,4,4,0,16,2,294,3,11,83,161,25,294,83
2PITTSBURGH2712,73,0,56,0,1,4,1,0,9,0,244,6,4,64,129,15,244,64
2PITTSBURGH2713,90,2,61,0,0,7,0,0,9,1,279,2,2,68,153,16,279,68
2PITTSBURGH272,112,5,109,0,0,11,17,0,31,4,278,1,13,194,226,59,278,194
2PITTSBURGH273,83,2,86,1,0,3,11,0,25,0,261,3,16,127,171,40,261,127
2PITTSBURGH274,107,2,115,0,0,23,9,0,30,1,329,6,12,146,224,62,329,146
2PITTSBURGH275,128,0,123,0,1,13,15,1,33,2,320,6,9,156,251,63,320,156
2PITTSBURGH276,91,3,89,1,1,15,10,0,16,3,344,3,13,91,183,43,344,91
2PITTSBURGH277,100,2,121,2,1,10,15,0,19,3,279,5,10,141,223,47,279,141
2PITTSBURGH278,104,1,85,0,0,3,0,0,24,1,284,5,15,117,190,27,284,117
2PITTSBURGH279,76,3,75,0,0,7,0,1,16,0,249,5,8,95,154,24,249,95
2PITTSBURGH281,134,4,167,2,0,14,28,0,54,1,242,4,8,214,305,98,242,214
2PITTSBURGH2811,35,0,12,0,0,0,2,0,3,0,76,0,1,8,47,5,76,8
2PITTSBURGH282,71,0,63,1,0,6,8,0,17,0,211,7,17,103,134,32,211,103
2PITTSBURGH283,146,3,87,1,0,15,14,1,62,0,357,4,15,249,236,93,357,249
2PITTSBURGH284,125,1,70,0,0,11,13,1,37,0,257,0,9,211,196,62,257,211
2PITTSBURGH285,103,3,78,1,1,8,10,0,28,4,301,1,12,158,184,48,301,158
2PITTSBURGH286,87,3,77,0,0,4,9,0,26,1,232,4,8,167,167,39,232,167
2PITTSBURGH287,82,2,54,0,1,4,5,0,12,2,277,1,8,72,138,22,277,72
2PITTSBURGH288,126,1,126,1,1,10,15,1,35,1,378,7,13,227,253,63,378,227
2PITTSBURGH289,128,0,53,0,0,6,7,0,14,4,321,2,2,74,181,27,321,74
2PITTSBURGH291,138,3,155,1,2,24,6,2,44,1,209,2,6,169,296,79,209,169
2PITTSBURGH2911,83,2,89,1,0,10,11,0,25,1,223,6,18,170,174,47,223,170
2PITTSBURGH2912,53,0,57,0,0,1,3,0,30,0,195,2,7,128,110,34,195,128
2PITTSBURGH292,67,0,76,0,1,14,12,0,26,1,213,3,7,147,143,53,213,147
2PITTSBURGH293,75,1,45,0,1,4,8,0,25,0,181,3,11,113,121,38,181,113
2PITTSBURGH294,55,2,55,0,0,10,11,1,19,3,194,7,3,140,112,41,194,140
2PITTSBURGH295,69,4,47,0,0,3,11,0,18,1,209,3,2,123,120,32,209,123
2PITTSBURGH296,75,0,77,0,1,17,6,0,31,0,212,4,15,165,152,55,212,165
2PITTSBURGH297,91,0,70,0,0,11,11,0,22,3,229,5,12,156,161,44,229,156
2PITTSBURGH298,48,1,55,0,1,5,3,0,21,2,183,6,7,123,104,30,183,123
2PITTSBURGH299,33,2,64,0,0,5,2,0,11,1,155,4,9,102,99,18,155,102
2PITTSBURGH301,67,0,54,0,0,1,1,0,3,1,206,6,1,34,121,5,206,34
2PITTSBURGH302,86,0,52,1,0,1,2,0,7,0,259,5,2,19,138,11,259,19
2PITTSBURGH303,41,1,25,0,1,0,1,0,4,1,183,0,1,31,67,6,183,31
2PITTSBURGH304,75,1,67,0,1,0,2,1,9,1,293,3,4,73,143,13,293,73
2PITTSBURGH305,70,0,80,0,0,2,5,0,19,2,313,3,4,93,150,26,313,93
2PITTSBURGH31,73,0,5,0,0,1,0,0,1,0,157,1,1,3,78,2,157,3
2PITTSBURGH311,27,2,27,0,0,6,2,0,16,0,77,2,3,67,56,24,77,67
2PITTSBURGH312,60,5,54,0,0,9,6,0,31,0,107,3,4,208,119,46,107,208
2PITTSBURGH313,85,1,81,0,0,17,7,0,38,0,181,10,14,210,167,62,181,210
2PITTSBURGH314,73,2,87,0,0,17,5,0,45,1,149,4,7,236,162,67,149,236
2PITTSBURGH315,96,3,106,0,0,8,12,0,57,1,240,3,5,275,205,77,240,275
2PITTSBURGH316,61,6,62,0,0,22,11,0,58,0,151,2,11,242,129,91,151,242
2PITTSBURGH317,32,0,17,0,0,0,1,0,4,0,70,1,1,21,49,5,70,21
2PITTSBURGH32,234,0,64,0,0,1,4,0,4,0,433,4,5,13,298,9,433,13
2PITTSBURGH321,48,3,59,1,0,13,6,0,42,0,132,2,8,202,110,62,132,202
2PITTSBURGH322,69,1,75,0,0,13,6,2,39,3,212,5,11,204,145,60,212,204
2PITTSBURGH323,56,3,77,0,0,9,7,1,27,0,202,4,4,150,136,44,202,150
2PITTSBURGH324,45,1,41,0,1,4,4,1,17,2,137,2,6,90,87,27,137,90
2PITTSBURGH325,81,1,91,0,1,9,15,0,31,0,218,2,14,178,173,56,218,178
2PITTSBURGH326,72,3,105,0,1,8,10,0,43,0,189,4,8,246,180,62,189,246
2PITTSBURGH327,81,6,87,0,0,8,6,0,35,3,198,5,9,153,174,49,198,153
2PITTSBURGH328,91,2,95,0,0,8,11,1,71,2,244,1,15,259,188,91,244,259
2PITTSBURGH33,104,0,30,0,0,1,0,0,0,0,236,2,0,4,134,1,236,4
2PITTSBURGH34,71,0,38,1,0,5,11,0,10,0,221,1,10,36,109,27,221,36
2PITTSBURGH35,78,0,40,0,1,1,0,0,0,0,253,3,1,9,118,2,253,9
2PITTSBURGH41,76,0,84,0,1,3,14,0,5,0,160,1,1,13,160,23,160,13
2PITTSBURGH411,160,0,80,0,0,4,18,0,18,0,316,4,4,82,240,40,316,82
2PITTSBURGH412,99,0,62,1,0,3,22,0,8,1,336,5,16,53,161,34,336,53
2PITTSBURGH413,84,1,83,2,0,7,9,0,5,0,385,3,11,48,168,23,385,48
2PITTSBURGH414,59,1,153,0,0,4,19,0,8,0,766,14,36,154,213,31,766,154
2PITTSBURGH415,50,1,146,0,0,6,16,0,2,1,513,11,33,91,197,24,513,91
2PITTSBURGH416,61,1,183,0,0,3,23,0,13,0,694,7,32,152,245,39,694,152
2PITTSBURGH417,95,1,107,0,0,4,5,0,10,1,367,9,12,60,203,19,367,60
2PITTSBURGH418,66,0,45,0,0,2,6,0,2,1,318,3,8,28,111,10,318,28
2PITTSBURGH419,17,0,44,0,0,0,1,0,5,0,125,4,2,19,61,6,125,19
